"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 24 13:23:50 GMT 2025","Wed Sep 24 13:23:54 GMT 2025","4346","Chromium","Login SuccessUrl","Civic Auth Applications","","","should complete login flow and redirect to customSuccessRoute",""
"passed","Wed Sep 24 13:23:11 GMT 2025","Wed Sep 24 13:23:14 GMT 2025","3094","Chromium","Login SuccessUrl","Civic Auth Applications","","","should complete login flow and redirect to customSuccessRoute",""
"passed","Wed Sep 24 13:23:00 GMT 2025","Wed Sep 24 13:23:08 GMT 2025","8158","Firefox","Email","Civic Auth Applications","","","should complete email verification flow with actual email",""
"passed","Wed Sep 24 13:23:43 GMT 2025","Wed Sep 24 13:23:49 GMT 2025","6210","WebKit","Login","Civic Auth Applications","","","should complete login flow and redirect to hello page",""
"passed","Wed Sep 24 13:26:12 GMT 2025","Wed Sep 24 13:26:24 GMT 2025","12067","WebKit","Refresh Token","Civic Auth Applications","","","should handle refresh token flow correctly",""
"passed","Wed Sep 24 13:24:27 GMT 2025","Wed Sep 24 13:24:36 GMT 2025","8488","Chromium","Email","Civic Auth Applications","","","should complete email verification flow",""
"passed","Wed Sep 24 13:25:14 GMT 2025","Wed Sep 24 13:25:26 GMT 2025","11668","Firefox","Session Rehydration","Session Rehydration - NextJS","","","should rehydrate session via middleware on page reload",""
"passed","Wed Sep 24 13:24:41 GMT 2025","Wed Sep 24 13:24:51 GMT 2025","9972","Firefox","Email","Civic Auth Applications","","","should complete email verification flow",""
"passed","Wed Sep 24 13:23:39 GMT 2025","Wed Sep 24 13:23:49 GMT 2025","10086","Chromium","Email","Civic Auth Applications","","","should complete email verification flow",""
"passed","Wed Sep 24 13:24:50 GMT 2025","Wed Sep 24 13:24:55 GMT 2025","4454","Firefox","Login SuccessUrl","Civic Auth Applications","","","should complete login flow and redirect to customSuccessRoute",""
"passed","Wed Sep 24 13:24:34 GMT 2025","Wed Sep 24 13:24:45 GMT 2025","11832","Firefox","Refresh Token","Civic Auth Applications","","","should handle refresh token flow correctly in modal mode",""
