"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 22 22:34:14 GMT 2025","Mon Sep 22 22:34:25 GMT 2025","11457","Civic Auth Applications - Firefox","Login Basepath","Civic Auth Applications","","","should complete full login and logout flow with basepath",""
"passed","Mon Sep 22 22:33:33 GMT 2025","Mon Sep 22 22:33:41 GMT 2025","8116","Civic Auth Applications - Firefox","Login","Civic Auth Applications","","","should complete full modal login and logout flow",""
"passed","Mon Sep 22 22:33:44 GMT 2025","Mon Sep 22 22:33:52 GMT 2025","8019","Civic Auth Applications - Chromium","Email","Civic Auth Applications","","","should complete email verification flow with actual email",""
"passed","Mon Sep 22 22:33:58 GMT 2025","Mon Sep 22 22:34:07 GMT 2025","8401","Civic Auth Applications - Firefox","Email","Civic Auth Applications","","","should complete email verification flow with actual email",""
"passed","Mon Sep 22 22:37:03 GMT 2025","Mon Sep 22 22:37:16 GMT 2025","12915","Civic Auth Applications - WebKit","Refresh Token","Civic Auth Applications","","","should handle refresh token flow correctly",""
"passed","Mon Sep 22 22:36:01 GMT 2025","Mon Sep 22 22:36:05 GMT 2025","4085","Civic Auth Applications - Firefox","Stale Session Handling","Civic Auth Applications","","","should reinitialize authentication when session is stale (>30 minutes)",""
"passed","Mon Sep 22 22:35:16 GMT 2025","Mon Sep 22 22:35:20 GMT 2025","3919","Civic Auth Applications - Chromium","Stale Session Handling","Civic Auth Applications","","","should reinitialize authentication when session is stale (>30 minutes)",""
"passed","Mon Sep 22 22:34:05 GMT 2025","Mon Sep 22 22:34:09 GMT 2025","3970","Civic Auth Applications - Chromium","Login","Civic Auth Applications","","","should complete login flow and redirect to hello page",""
"passed","Mon Sep 22 22:33:36 GMT 2025","Mon Sep 22 22:33:41 GMT 2025","5393","Civic Auth Applications - Chromium","Login SuccessUrl","Civic Auth Applications","","","should complete login flow and redirect to customSuccessRoute",""
"passed","Mon Sep 22 22:34:07 GMT 2025","Mon Sep 22 22:34:12 GMT 2025","4189","Civic Auth Applications - Firefox","Login","Civic Auth Applications","","","should complete login flow and redirect to hello page",""
"passed","Mon Sep 22 22:33:43 GMT 2025","Mon Sep 22 22:33:48 GMT 2025","5074","Civic Auth Applications - Firefox","Login SuccessUrl","Civic Auth Applications","","","should complete login flow and redirect to customSuccessRoute",""
"passed","Mon Sep 22 22:33:41 GMT 2025","Mon Sep 22 22:33:53 GMT 2025","11548","Civic Auth Applications - Firefox","Refresh Token","Civic Auth Applications","","","should handle refresh token flow correctly in modal mode",""
"passed","Mon Sep 22 22:33:53 GMT 2025","Mon Sep 22 22:33:58 GMT 2025","4516","Civic Auth Applications - Chromium","Login","Civic Auth Applications","","","should complete login flow and redirect to hello page",""
"passed","Mon Sep 22 22:34:30 GMT 2025","Mon Sep 22 22:34:35 GMT 2025","5248","Civic Auth Applications - WebKit","Login","Civic Auth Applications","","","should complete login flow and redirect to hello page",""
"passed","Mon Sep 22 22:35:02 GMT 2025","Mon Sep 22 22:35:15 GMT 2025","12539","Civic Auth Applications - Chromium","Session Rehydration","Session Rehydration - NextJS","","","should rehydrate session via middleware on page reload",""
"passed","Mon Sep 22 22:35:25 GMT 2025","Mon Sep 22 22:35:31 GMT 2025","5548","Civic Auth Applications - Chromium","Stale Session Handling","Civic Auth Applications","","","should reinitialize authentication when session is stale (>30 minutes)",""
"passed","Mon Sep 22 22:34:27 GMT 2025","Mon Sep 22 22:34:41 GMT 2025","14738","Civic Auth Applications - WebKit","Login Basepath","Civic Auth Applications","","","should complete full login and logout flow with basepath",""
"passed","Mon Sep 22 22:36:26 GMT 2025","Mon Sep 22 22:36:31 GMT 2025","4915","Civic Auth Applications - Firefox","Stale Session Handling","Civic Auth Applications","","","should reinitialize authentication when session is stale (>30 minutes)",""
"passed","Mon Sep 22 22:35:51 GMT 2025","Mon Sep 22 22:36:01 GMT 2025","10092","Civic Auth Applications - Firefox","Session Rehydration","Session Rehydration - VanillaJS","","","should rehydrate session via API call",""
"passed","Mon Sep 22 22:36:13 GMT 2025","Mon Sep 22 22:36:23 GMT 2025","9601","Civic Auth Applications - Firefox","Login SuccessUrl","Civic Auth Applications","","","should complete full login and logout flow with custom loginSuccessUrl",""
"passed","Mon Sep 22 22:37:40 GMT 2025","Mon Sep 22 22:37:46 GMT 2025","5945","Civic Auth Applications - WebKit","Stale Session Handling","Civic Auth Applications","","","should reinitialize authentication when session is stale (>30 minutes)",""
"passed","Mon Sep 22 22:33:42 GMT 2025","Mon Sep 22 22:33:45 GMT 2025","3483","Civic Auth Applications - Chromium","Login SuccessUrl","Civic Auth Applications","","","should complete login flow and redirect to customSuccessRoute",""
"passed","Mon Sep 22 22:33:53 GMT 2025","Mon Sep 22 22:34:03 GMT 2025","9207","Civic Auth Applications - WebKit","Login SuccessUrl","Civic Auth Applications","","","should complete login flow and redirect to customSuccessRoute",""
"passed","Mon Sep 22 22:35:53 GMT 2025","Mon Sep 22 22:36:04 GMT 2025","11595","Civic Auth Applications - Firefox","Refresh Token","Civic Auth Applications","","","should handle refresh token flow correctly",""
"passed","Mon Sep 22 22:36:34 GMT 2025","Mon Sep 22 22:36:43 GMT 2025","8695","Civic Auth Applications - WebKit","Session Rehydration","Session Rehydration - VanillaJS","","","should rehydrate session via middleware on page reload",""
"passed","Mon Sep 22 22:36:51 GMT 2025","Mon Sep 22 22:37:03 GMT 2025","12429","Civic Auth Applications - WebKit","Login","Civic Auth Applications","","","should complete full login and logout flow",""
"passed","Mon Sep 22 22:34:50 GMT 2025","Mon Sep 22 22:35:02 GMT 2025","11953","Civic Auth Applications - Chromium","Refresh Token","Civic Auth Applications","","","should handle refresh token flow correctly",""
"passed","Mon Sep 22 22:35:42 GMT 2025","Mon Sep 22 22:35:53 GMT 2025","10305","Civic Auth Applications - Firefox","Login","Civic Auth Applications","","","should complete full login and logout flow",""
"passed","Mon Sep 22 22:34:58 GMT 2025","Mon Sep 22 22:35:07 GMT 2025","9242","Civic Auth Applications - Chromium","Session Rehydration","Session Rehydration - VanillaJS","","","should rehydrate session via middleware on page reload",""
"passed","Mon Sep 22 22:34:11 GMT 2025","Mon Sep 22 22:34:15 GMT 2025","3967","Civic Auth Applications - Firefox","Login","Civic Auth Applications","","","should complete login flow and redirect to hello page",""
"passed","Mon Sep 22 22:33:54 GMT 2025","Mon Sep 22 22:34:07 GMT 2025","13178","Civic Auth Applications - WebKit","Login","Civic Auth Applications","","","should complete full modal login and logout flow",""
"passed","Mon Sep 22 22:34:27 GMT 2025","Mon Sep 22 22:34:38 GMT 2025","11100","Civic Auth Applications - Chromium","Email","Civic Auth Applications","","","should complete email verification flow",""
"passed","Mon Sep 22 22:34:39 GMT 2025","Mon Sep 22 22:34:50 GMT 2025","11449","Civic Auth Applications - Chromium","Login","Civic Auth Applications","","","should complete full login and logout flow",""
"passed","Mon Sep 22 22:34:35 GMT 2025","Mon Sep 22 22:34:41 GMT 2025","5350","Civic Auth Applications - WebKit","Login","Civic Auth Applications","","","should complete login flow and redirect to hello page",""
"passed","Mon Sep 22 22:36:53 GMT 2025","Mon Sep 22 22:36:57 GMT 2025","4314","Civic Auth Applications - WebKit","Stale Session Handling","Civic Auth Applications","","","should reinitialize authentication when session is stale (>30 minutes)",""
"passed","Mon Sep 22 22:34:09 GMT 2025","Mon Sep 22 22:34:17 GMT 2025","7593","Civic Auth Applications - Firefox","Email","Civic Auth Applications","","","should complete email verification flow with actual email",""
"passed","Mon Sep 22 22:34:23 GMT 2025","Mon Sep 22 22:34:27 GMT 2025","4225","Civic Auth Applications - Firefox","Login SuccessUrl","Civic Auth Applications","","","should complete login flow and redirect to customSuccessRoute",""
"passed","Mon Sep 22 22:35:21 GMT 2025","Mon Sep 22 22:35:28 GMT 2025","7117","Civic Auth Applications - Firefox","Email","Civic Auth Applications","","","should complete full embedded email verification and logout flow",""
"passed","Mon Sep 22 22:37:29 GMT 2025","Mon Sep 22 22:37:40 GMT 2025","10929","Civic Auth Applications - WebKit","Session Rehydration","Session Rehydration - NextJS","","","should rehydrate session via API call",""
"passed","Mon Sep 22 22:34:44 GMT 2025","Mon Sep 22 22:34:49 GMT 2025","4730","Civic Auth Applications - Chromium","Login","Civic Auth Applications","","","should complete full embedded login and logout flow",""
"passed","Mon Sep 22 22:33:22 GMT 2025","Mon Sep 22 22:33:32 GMT 2025","9754","Civic Auth Applications - Chromium","Refresh Token","Civic Auth Applications","","","should handle refresh token flow correctly in modal mode",""
"passed","Mon Sep 22 22:33:56 GMT 2025","Mon Sep 22 22:34:12 GMT 2025","15357","Civic Auth Applications - Chromium","Login Basepath","Civic Auth Applications","","","should complete full login and logout flow with basepath",""
"passed","Mon Sep 22 22:35:15 GMT 2025","Mon Sep 22 22:35:25 GMT 2025","10487","Civic Auth Applications - Chromium","Session Rehydration","Session Rehydration - NextJS","","","should rehydrate session via API call",""
"passed","Mon Sep 22 22:36:32 GMT 2025","Mon Sep 22 22:36:50 GMT 2025","17429","Civic Auth Applications - WebKit","Email","Civic Auth Applications","","","should complete email verification flow",""
"passed","Mon Sep 22 22:34:08 GMT 2025","Mon Sep 22 22:34:19 GMT 2025","11024","Civic Auth Applications - WebKit","Refresh Token","Civic Auth Applications","","","should handle refresh token flow correctly in modal mode",""
"passed","Mon Sep 22 22:34:02 GMT 2025","Mon Sep 22 22:34:10 GMT 2025","7554","Civic Auth Applications - Firefox","Email","Civic Auth Applications","","","should complete email verification flow with actual email",""
"passed","Mon Sep 22 22:33:56 GMT 2025","Mon Sep 22 22:34:02 GMT 2025","6186","Civic Auth Applications - Chromium","Email","Civic Auth Applications","","","should complete email verification flow with actual email",""
"passed","Mon Sep 22 22:35:32 GMT 2025","Mon Sep 22 22:35:42 GMT 2025","10135","Civic Auth Applications - Firefox","Email","Civic Auth Applications","","","should complete email verification flow",""
"passed","Mon Sep 22 22:33:47 GMT 2025","Mon Sep 22 22:33:52 GMT 2025","5185","Civic Auth Applications - Firefox","Login SuccessUrl","Civic Auth Applications","","","should complete login flow and redirect to customSuccessRoute",""
"passed","Mon Sep 22 22:36:16 GMT 2025","Mon Sep 22 22:36:26 GMT 2025","10534","Civic Auth Applications - Firefox","Session Rehydration","Session Rehydration - NextJS","","","should rehydrate session via API call",""
"passed","Mon Sep 22 22:36:00 GMT 2025","Mon Sep 22 22:36:12 GMT 2025","12651","Civic Auth Applications - Chromium","Login SuccessUrl","Civic Auth Applications","","","should complete full login and logout flow with custom loginSuccessUrl",""
"passed","Mon Sep 22 22:33:50 GMT 2025","Mon Sep 22 22:33:59 GMT 2025","8565","Civic Auth Applications - WebKit","Login SuccessUrl","Civic Auth Applications","","","should complete login flow and redirect to customSuccessRoute",""
"passed","Mon Sep 22 22:34:27 GMT 2025","Mon Sep 22 22:34:32 GMT 2025","5286","Civic Auth Applications - WebKit","Login","Civic Auth Applications","","","should complete login flow and redirect to hello page",""
"passed","Mon Sep 22 22:34:28 GMT 2025","Mon Sep 22 22:34:39 GMT 2025","10738","Civic Auth Applications - WebKit","Login SuccessUrl","Civic Auth Applications","","","should complete login flow and redirect to customSuccessRoute",""
"passed","Mon Sep 22 22:33:14 GMT 2025","Mon Sep 22 22:33:21 GMT 2025","7071","Civic Auth Applications - Chromium","Login","Civic Auth Applications","","","should complete full modal login and logout flow",""
