"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16160","should complete login flow and show balance","WebKit","Thu Nov 13 19:26:55 UTC 2025","passed","Thu Nov 13 19:27:11 UTC 2025","Solana Vite Wallet Adapter Login Tests","","",""
"","29241","should complete full login and logout flow","Firefox","Thu Nov 13 19:28:50 UTC 2025","failed","Thu Nov 13 19:29:19 UTC 2025","Civic Auth Applications","Login","",""
"","28106","should complete full login and logout flow","Firefox","Thu Nov 13 19:27:47 UTC 2025","passed","Thu Nov 13 19:28:15 UTC 2025","Civic Auth Applications","Login","",""
"","22224","should complete login flow and show balance","Firefox","Thu Nov 13 19:27:27 UTC 2025","passed","Thu Nov 13 19:27:49 UTC 2025","Wagmi Login Tests","","",""
"","10106","should complete login flow and show balance","Chromium","Thu Nov 13 19:27:44 UTC 2025","passed","Thu Nov 13 19:27:54 UTC 2025","Solana Next15 Turbopack Wallet Adapter Login Tests","","",""
"","13886","should complete login flow and show balance","Firefox","Thu Nov 13 19:27:44 UTC 2025","passed","Thu Nov 13 19:27:58 UTC 2025","Solana Next15 Turbopack Wallet Adapter Login Tests","","",""
"","13511","should complete full login and logout flow","Web3 Start Mode","Thu Nov 13 19:27:34 UTC 2025","passed","Thu Nov 13 19:27:48 UTC 2025","Next.js 14 No Wallet Adapter","Solana Applications","",""
"","13906","should complete login flow and show balance","Firefox","Thu Nov 13 19:28:20 UTC 2025","passed","Thu Nov 13 19:28:34 UTC 2025","Wagmi Login Tests","","",""
"","11843","should complete login flow and show balance","Chromium","Thu Nov 13 19:27:35 UTC 2025","passed","Thu Nov 13 19:27:47 UTC 2025","Solana Next14 Wallet Adapter Login Tests","","",""
"","12522","should complete login flow and show balance","Firefox","Thu Nov 13 19:27:35 UTC 2025","passed","Thu Nov 13 19:27:48 UTC 2025","Solana Next14 Wallet Adapter Login Tests","","",""
"","12826","should complete login flow and show balance","Chromium","Thu Nov 13 19:26:55 UTC 2025","passed","Thu Nov 13 19:27:08 UTC 2025","Solana Vite Wallet Adapter Login Tests","","",""
"","15071","should complete login flow and show balance","WebKit","Thu Nov 13 19:27:35 UTC 2025","passed","Thu Nov 13 19:27:50 UTC 2025","Solana Next14 Wallet Adapter Login Tests","","",""
"","15962","should complete login flow and show balance","WebKit","Thu Nov 13 19:27:42 UTC 2025","passed","Thu Nov 13 19:27:58 UTC 2025","Solana Next15 Wallet Adapter Login Tests","","",""
"","19349","should complete login flow and show balance","Chromium","Thu Nov 13 19:27:27 UTC 2025","passed","Thu Nov 13 19:27:46 UTC 2025","Wagmi Login Tests","","",""
"","16132","should complete full login and logout flow","Chromium","Thu Nov 13 19:28:41 UTC 2025","passed","Thu Nov 13 19:28:58 UTC 2025","Civic Auth Applications","Login","",""
"","11287","should complete login flow and show balance","Chromium","Thu Nov 13 19:28:20 UTC 2025","passed","Thu Nov 13 19:28:31 UTC 2025","Wagmi Login Tests","","",""
"","16084","should complete login flow and show balance","WebKit","Thu Nov 13 19:27:44 UTC 2025","passed","Thu Nov 13 19:28:00 UTC 2025","Solana Next15 Turbopack Wallet Adapter Login Tests","","",""
"","18722","should complete full login and logout flow","Web3 Start Mode","Thu Nov 13 19:27:34 UTC 2025","passed","Thu Nov 13 19:27:53 UTC 2025","Next.js 14 No Wallet Adapter","Solana Applications","",""
"","25947","should complete full login and logout flow","WebKit","Thu Nov 13 19:27:47 UTC 2025","passed","Thu Nov 13 19:28:13 UTC 2025","Civic Auth Applications","Login","",""
"","16176","should complete full login and logout flow","Web3 Start Mode","Thu Nov 13 19:27:34 UTC 2025","passed","Thu Nov 13 19:27:51 UTC 2025","Next.js 14 No Wallet Adapter","Solana Applications","",""
"","13452","should complete login flow and show balance","Firefox","Thu Nov 13 19:27:42 UTC 2025","passed","Thu Nov 13 19:27:55 UTC 2025","Solana Next15 Wallet Adapter Login Tests","","",""
"","10718","should complete login flow and show balance","Chromium","Thu Nov 13 19:27:42 UTC 2025","passed","Thu Nov 13 19:27:52 UTC 2025","Solana Next15 Wallet Adapter Login Tests","","",""
"","12106","should complete full login and logout flow","Chromium","Thu Nov 13 19:28:28 UTC 2025","passed","Thu Nov 13 19:28:40 UTC 2025","Civic Auth Applications","Login","",""
"","15273","should complete login flow and show balance","WebKit","Thu Nov 13 19:28:20 UTC 2025","passed","Thu Nov 13 19:28:35 UTC 2025","Wagmi Login Tests","","",""
"","13525","should complete login flow and show balance","Firefox","Thu Nov 13 19:26:55 UTC 2025","passed","Thu Nov 13 19:27:08 UTC 2025","Solana Vite Wallet Adapter Login Tests","","",""
"","14927","should complete full login and logout flow","Firefox","Thu Nov 13 19:26:54 UTC 2025","passed","Thu Nov 13 19:27:09 UTC 2025","Civic Auth Applications","Login","",""
"","28351","should complete full login and logout flow","WebKit","Thu Nov 13 19:28:58 UTC 2025","failed","Thu Nov 13 19:29:26 UTC 2025","Civic Auth Applications","Login","",""
"","12970","should complete full login and logout flow","Chromium","Thu Nov 13 19:26:54 UTC 2025","passed","Thu Nov 13 19:27:07 UTC 2025","Civic Auth Applications","Login","",""
"","16882","should complete full login and logout flow","WebKit","Thu Nov 13 19:26:54 UTC 2025","passed","Thu Nov 13 19:27:11 UTC 2025","Civic Auth Applications","Login","",""
"","25208","should complete login flow and show balance","WebKit","Thu Nov 13 19:27:27 UTC 2025","passed","Thu Nov 13 19:27:52 UTC 2025","Wagmi Login Tests","","",""
