"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 18 03:23:31 GMT 2025","Mon Aug 18 03:23:40 GMT 2025","8969","firefox","","Next.js Login Tests","","","should complete full login and logout flow",""
"passed","Mon Aug 18 03:23:34 GMT 2025","Mon Aug 18 03:23:43 GMT 2025","8178","chromium","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 03:22:23 GMT 2025","Mon Aug 18 03:22:33 GMT 2025","9852","webkit","","Hono Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Mon Aug 18 03:22:41 GMT 2025","Mon Aug 18 03:22:48 GMT 2025","7108","webkit","","Fastify Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Mon Aug 18 03:23:04 GMT 2025","Mon Aug 18 03:23:17 GMT 2025","12535","webkit","","Express Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Mon Aug 18 03:22:34 GMT 2025","Mon Aug 18 03:22:43 GMT 2025","9287","firefox","","Solana Vite Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 03:23:43 GMT 2025","Mon Aug 18 03:23:54 GMT 2025","10332","firefox","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 03:22:55 GMT 2025","Mon Aug 18 03:22:58 GMT 2025","3238","chromium","","Express Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Mon Aug 18 03:22:40 GMT 2025","Mon Aug 18 03:22:46 GMT 2025","5756","chromium","","VanillaJS Embedded Login Tests","","","should complete full embedded login and logout flow",""
"passed","Mon Aug 18 03:24:30 GMT 2025","Mon Aug 18 03:24:48 GMT 2025","18506","chromium","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 03:24:45 GMT 2025","Mon Aug 18 03:25:02 GMT 2025","16750","firefox","","Solana Next14 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 03:22:46 GMT 2025","Mon Aug 18 03:22:54 GMT 2025","7181","firefox","","VanillaJS Embedded Login Tests","","","should complete full embedded login and logout flow",""
"passed","Mon Aug 18 03:24:49 GMT 2025","Mon Aug 18 03:25:06 GMT 2025","17317","firefox","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 03:23:08 GMT 2025","Mon Aug 18 03:23:13 GMT 2025","5207","chromium","","Reactjs Login Tests","","","should complete full login and logout flow",""
"passed","Mon Aug 18 03:22:30 GMT 2025","Mon Aug 18 03:22:34 GMT 2025","3999","chromium","","Fastify Login Tests","","","should complete login flow and redirect to hello page",""
