"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13514","should complete full login and logout flow","Firefox","Thu Nov 13 19:32:21 UTC 2025","passed","Thu Nov 13 19:32:35 UTC 2025","Civic Auth Applications","Login","",""
"","7203","should complete full modal login and logout flow","Chromium","Thu Nov 13 19:31:01 UTC 2025","passed","Thu Nov 13 19:31:08 UTC 2025","Civic Auth Applications","Login","",""
"","15048","should handle refresh token flow correctly in modal mode","Firefox","Thu Nov 13 19:31:09 UTC 2025","passed","Thu Nov 13 19:31:24 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","8132","should complete login flow and redirect to hello page","Chromium","Thu Nov 13 19:31:11 UTC 2025","passed","Thu Nov 13 19:31:19 UTC 2025","Civic Auth Applications","Login","",""
"","10070","should complete email verification flow","Chromium","Thu Nov 13 19:31:49 UTC 2025","passed","Thu Nov 13 19:31:59 UTC 2025","Civic Auth Applications","Email","",""
"","4256","should reinitialize authentication when session is stale (>30 minutes)","Chromium","Thu Nov 13 19:31:21 UTC 2025","passed","Thu Nov 13 19:31:25 UTC 2025","Civic Auth Applications","Stale Session Handling","",""
"","16291","should rehydrate session via middleware on page reload","WebKit","Thu Nov 13 19:33:36 UTC 2025","passed","Thu Nov 13 19:33:52 UTC 2025","Session Rehydration - NextJS","Session Rehydration","",""
"","11163","should handle refresh token flow correctly in modal mode","Chromium","Thu Nov 13 19:31:01 UTC 2025","passed","Thu Nov 13 19:31:12 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","8792","should complete login flow and redirect to hello page","Firefox","Thu Nov 13 19:31:15 UTC 2025","passed","Thu Nov 13 19:31:24 UTC 2025","Civic Auth Applications","Login","",""
"","3100","should call onSignIn callback with error on failed sign-in","WebKit","Thu Nov 13 19:33:20 UTC 2025","passed","Thu Nov 13 19:33:24 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","6976","should complete login flow and redirect to customSuccessRoute","Chromium","Thu Nov 13 19:31:08 UTC 2025","passed","Thu Nov 13 19:31:15 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","7990","should maintain callback state across page interactions","Firefox","Thu Nov 13 19:31:32 UTC 2025","passed","Thu Nov 13 19:31:40 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","10389","should maintain callback state across page interactions","Chromium","Thu Nov 13 19:32:01 UTC 2025","passed","Thu Nov 13 19:32:11 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","4225","should call onSignIn callback with error on failed sign-in","WebKit","Thu Nov 13 19:31:50 UTC 2025","passed","Thu Nov 13 19:31:54 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","9740","should complete login flow and redirect to hello page","Firefox","Thu Nov 13 19:31:04 UTC 2025","passed","Thu Nov 13 19:31:14 UTC 2025","Civic Auth Applications","Login","",""
"","9352","should rehydrate session via API call","Chromium","Thu Nov 13 19:32:11 UTC 2025","passed","Thu Nov 13 19:32:21 UTC 2025","Session Rehydration - NextJS","Session Rehydration","",""
"","12020","should complete login flow and redirect to customSuccessRoute","WebKit","Thu Nov 13 19:31:03 UTC 2025","passed","Thu Nov 13 19:31:15 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","15563","should rehydrate session via middleware on page reload","WebKit","Thu Nov 13 19:31:45 UTC 2025","passed","Thu Nov 13 19:32:01 UTC 2025","Session Rehydration - VanillaJS","Session Rehydration","",""
"","18721","should complete full login and logout flow","WebKit","Thu Nov 13 19:33:00 UTC 2025","passed","Thu Nov 13 19:33:18 UTC 2025","Civic Auth Applications","Login","",""
