"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11690","should call useUser onSignIn callback and handle sign-out correctly","Chromium","Thu Nov 13 19:32:00 UTC 2025","passed","Thu Nov 13 19:32:11 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","9636","should complete login flow and redirect to customSuccessRoute","Firefox","Thu Nov 13 19:31:08 UTC 2025","passed","Thu Nov 13 19:31:17 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","20121","should complete email verification flow","WebKit","Thu Nov 13 19:32:59 UTC 2025","passed","Thu Nov 13 19:33:19 UTC 2025","Civic Auth Applications","Email","",""
"","12210","should call useUser onSignIn callback on successful sign-in","Firefox","Thu Nov 13 19:32:24 UTC 2025","passed","Thu Nov 13 19:32:36 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","2418","should handle onSignIn callback in Next.js middleware context","Firefox","Thu Nov 13 19:32:38 UTC 2025","passed","Thu Nov 13 19:32:40 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","10836","should handle refresh token flow correctly","Chromium","Thu Nov 13 19:32:04 UTC 2025","passed","Thu Nov 13 19:32:15 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","6688","should complete login flow and redirect to customSuccessRoute","Chromium","Thu Nov 13 19:31:02 UTC 2025","passed","Thu Nov 13 19:31:09 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","4942","should reinitialize authentication when session is stale (>30 minutes)","Chromium","Thu Nov 13 19:32:15 UTC 2025","passed","Thu Nov 13 19:32:20 UTC 2025","Civic Auth Applications","Stale Session Handling","",""
"","4297","should reinitialize authentication when session is stale (>30 minutes)","Firefox","Thu Nov 13 19:31:38 UTC 2025","passed","Thu Nov 13 19:31:43 UTC 2025","Civic Auth Applications","Stale Session Handling","",""
"","12426","should call onSignIn callback and handle sign-out correctly","Firefox","Thu Nov 13 19:31:27 UTC 2025","passed","Thu Nov 13 19:31:40 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","2089","should call onSignIn callback with error on failed sign-in","Chromium","Thu Nov 13 19:31:18 UTC 2025","passed","Thu Nov 13 19:31:20 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","12766","should complete email verification flow","Firefox","Thu Nov 13 19:32:20 UTC 2025","passed","Thu Nov 13 19:32:33 UTC 2025","Civic Auth Applications","Email","",""
"","13753","should complete login flow and redirect to hello page","WebKit","Thu Nov 13 19:31:04 UTC 2025","passed","Thu Nov 13 19:31:18 UTC 2025","Civic Auth Applications","Login","",""
"","10846","should rehydrate session via API call","Chromium","Thu Nov 13 19:31:20 UTC 2025","passed","Thu Nov 13 19:31:30 UTC 2025","Session Rehydration - VanillaJS","Session Rehydration","",""
"","7792","should call onSignIn callback on successful sign-in","Chromium","Thu Nov 13 19:31:11 UTC 2025","passed","Thu Nov 13 19:31:19 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","9744","should call onSignIn callback on successful sign-in","Firefox","Thu Nov 13 19:31:21 UTC 2025","passed","Thu Nov 13 19:31:31 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","9113","should complete login flow and redirect to customSuccessRoute","Firefox","Thu Nov 13 19:31:03 UTC 2025","passed","Thu Nov 13 19:31:12 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","11887","should complete login flow and redirect to customSuccessRoute","WebKit","Thu Nov 13 19:31:08 UTC 2025","passed","Thu Nov 13 19:31:20 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","17941","should complete full modal login and logout flow","WebKit","Thu Nov 13 19:31:13 UTC 2025","passed","Thu Nov 13 19:31:31 UTC 2025","Civic Auth Applications","Login","",""
"","5687","should complete login flow and redirect to hello page","Chromium","Thu Nov 13 19:31:15 UTC 2025","passed","Thu Nov 13 19:31:20 UTC 2025","Civic Auth Applications","Login","",""
"","2404","should call onSignIn callback with error on failed sign-in","Firefox","Thu Nov 13 19:32:35 UTC 2025","passed","Thu Nov 13 19:32:38 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","8686","should complete login flow and redirect to hello page","Firefox","Thu Nov 13 19:31:10 UTC 2025","passed","Thu Nov 13 19:31:19 UTC 2025","Civic Auth Applications","Login","",""
"","7427","should reinitialize authentication when session is stale (>30 minutes)","WebKit","Thu Nov 13 19:33:44 UTC 2025","passed","Thu Nov 13 19:33:52 UTC 2025","Civic Auth Applications","Stale Session Handling","",""
"","4477","should handle onSignIn callback in Next.js middleware context","WebKit","Thu Nov 13 19:33:24 UTC 2025","passed","Thu Nov 13 19:33:28 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","11201","should maintain callback state across page interactions","Firefox","Thu Nov 13 19:32:37 UTC 2025","passed","Thu Nov 13 19:32:48 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","5688","should reinitialize authentication when session is stale (>30 minutes)","WebKit","Thu Nov 13 19:32:01 UTC 2025","passed","Thu Nov 13 19:32:07 UTC 2025","Civic Auth Applications","Stale Session Handling","",""
"","11446","should rehydrate session via middleware on page reload","Chromium","Thu Nov 13 19:32:11 UTC 2025","passed","Thu Nov 13 19:32:22 UTC 2025","Session Rehydration - NextJS","Session Rehydration","",""
"","6353","should complete full login and logout flow","Chromium","Thu Nov 13 19:31:11 UTC 2025","passed","Thu Nov 13 19:31:18 UTC 2025","Civic Auth Applications","Login","",""
"","9005","should complete full embedded login and logout flow","Chromium","Thu Nov 13 19:31:10 UTC 2025","passed","Thu Nov 13 19:31:19 UTC 2025","Civic Auth Applications","Login","",""
"","6304","should complete login flow and redirect to customSuccessRoute","Chromium","Thu Nov 13 19:31:17 UTC 2025","passed","Thu Nov 13 19:31:23 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","12527","should rehydrate session via API call","WebKit","Thu Nov 13 19:31:57 UTC 2025","passed","Thu Nov 13 19:32:10 UTC 2025","Session Rehydration - VanillaJS","Session Rehydration","",""
"","7667","should complete full embedded login and logout flow","Firefox","Thu Nov 13 19:31:22 UTC 2025","passed","Thu Nov 13 19:31:30 UTC 2025","Civic Auth Applications","Login","",""
"","10611","should complete full login and logout flow","Chromium","Thu Nov 13 19:31:49 UTC 2025","passed","Thu Nov 13 19:32:00 UTC 2025","Civic Auth Applications","Login","",""
"","16046","should maintain callback state across page interactions","WebKit","Thu Nov 13 19:33:21 UTC 2025","passed","Thu Nov 13 19:33:37 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","9619","should complete full modal login and logout flow","Firefox","Thu Nov 13 19:31:00 UTC 2025","passed","Thu Nov 13 19:31:10 UTC 2025","Civic Auth Applications","Login","",""
"","10062","should rehydrate session via API call","Firefox","Thu Nov 13 19:32:48 UTC 2025","passed","Thu Nov 13 19:32:58 UTC 2025","Session Rehydration - NextJS","Session Rehydration","",""
"","1907","should handle onSignIn callback in Next.js middleware context","Chromium","Thu Nov 13 19:32:02 UTC 2025","passed","Thu Nov 13 19:32:04 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","12961","should call useUser onSignIn callback and handle sign-out correctly","Firefox","Thu Nov 13 19:32:34 UTC 2025","passed","Thu Nov 13 19:32:47 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","10723","should handle refresh token flow correctly","Chromium","Thu Nov 13 19:31:10 UTC 2025","passed","Thu Nov 13 19:31:21 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","11692","should handle refresh token flow correctly","Firefox","Thu Nov 13 19:32:40 UTC 2025","passed","Thu Nov 13 19:32:52 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","12063","should rehydrate session via middleware on page reload","Firefox","Thu Nov 13 19:32:47 UTC 2025","passed","Thu Nov 13 19:32:59 UTC 2025","Session Rehydration - NextJS","Session Rehydration","",""
"","11061","should call useUser onSignIn callback on successful sign-in","Chromium","Thu Nov 13 19:31:49 UTC 2025","passed","Thu Nov 13 19:32:00 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","1846","should call onSignIn callback with error on failed sign-in","Chromium","Thu Nov 13 19:32:00 UTC 2025","passed","Thu Nov 13 19:32:02 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","10297","should complete login flow and redirect to hello page","WebKit","Thu Nov 13 19:31:15 UTC 2025","passed","Thu Nov 13 19:31:25 UTC 2025","Civic Auth Applications","Login","",""
"","6649","should maintain callback state across page interactions","Chromium","Thu Nov 13 19:31:19 UTC 2025","passed","Thu Nov 13 19:31:26 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","8474","should complete login flow and redirect to customSuccessRoute","Firefox","Thu Nov 13 19:31:17 UTC 2025","passed","Thu Nov 13 19:31:25 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","16362","should handle refresh token flow correctly","WebKit","Thu Nov 13 19:31:45 UTC 2025","passed","Thu Nov 13 19:32:01 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","16063","should handle refresh token flow correctly","WebKit","Thu Nov 13 19:33:28 UTC 2025","passed","Thu Nov 13 19:33:44 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","12043","should complete full embedded login and logout flow","WebKit","Thu Nov 13 19:31:44 UTC 2025","passed","Thu Nov 13 19:31:56 UTC 2025","Civic Auth Applications","Login","",""
"","2176","should call onSignIn callback with error on failed sign-in","Firefox","Thu Nov 13 19:31:30 UTC 2025","passed","Thu Nov 13 19:31:32 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","15680","should call onSignIn callback on successful sign-in","WebKit","Thu Nov 13 19:31:42 UTC 2025","passed","Thu Nov 13 19:31:58 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","10222","should rehydrate session via middleware on page reload","Chromium","Thu Nov 13 19:31:10 UTC 2025","passed","Thu Nov 13 19:31:21 UTC 2025","Session Rehydration - VanillaJS","Session Rehydration","",""
"","11320","should complete login flow and redirect to customSuccessRoute","WebKit","Thu Nov 13 19:31:17 UTC 2025","passed","Thu Nov 13 19:31:28 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","11755","should rehydrate session via middleware on page reload","Firefox","Thu Nov 13 19:31:31 UTC 2025","passed","Thu Nov 13 19:31:43 UTC 2025","Session Rehydration - VanillaJS","Session Rehydration","",""
"","10103","should maintain callback state across page interactions","WebKit","Thu Nov 13 19:31:54 UTC 2025","passed","Thu Nov 13 19:32:05 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","8869","should call onSignIn callback and handle sign-out correctly","Chromium","Thu Nov 13 19:31:11 UTC 2025","passed","Thu Nov 13 19:31:20 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","15697","should call onSignIn callback and handle sign-out correctly","WebKit","Thu Nov 13 19:31:42 UTC 2025","passed","Thu Nov 13 19:31:58 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","12115","should rehydrate session via API call","Firefox","Thu Nov 13 19:31:31 UTC 2025","passed","Thu Nov 13 19:31:43 UTC 2025","Session Rehydration - VanillaJS","Session Rehydration","",""
"","5802","should reinitialize authentication when session is stale (>30 minutes)","Firefox","Thu Nov 13 19:32:52 UTC 2025","passed","Thu Nov 13 19:32:58 UTC 2025","Civic Auth Applications","Stale Session Handling","",""
"","16787","should call useUser onSignIn callback and handle sign-out correctly","WebKit","Thu Nov 13 19:33:19 UTC 2025","passed","Thu Nov 13 19:33:36 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","6668","should complete login flow and redirect to hello page","Chromium","Thu Nov 13 19:31:04 UTC 2025","passed","Thu Nov 13 19:31:11 UTC 2025","Civic Auth Applications","Login","",""
"","8681","should complete full login and logout flow","Firefox","Thu Nov 13 19:31:21 UTC 2025","passed","Thu Nov 13 19:31:29 UTC 2025","Civic Auth Applications","Login","",""
"","14333","should complete full login and logout flow","WebKit","Thu Nov 13 19:31:35 UTC 2025","passed","Thu Nov 13 19:31:49 UTC 2025","Civic Auth Applications","Login","",""
"","19785","should call useUser onSignIn callback on successful sign-in","WebKit","Thu Nov 13 19:33:01 UTC 2025","passed","Thu Nov 13 19:33:21 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","22437","should handle refresh token flow correctly in modal mode","WebKit","Thu Nov 13 19:31:13 UTC 2025","passed","Thu Nov 13 19:31:35 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","11911","should handle refresh token flow correctly","Firefox","Thu Nov 13 19:31:26 UTC 2025","passed","Thu Nov 13 19:31:38 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","13942","should rehydrate session via API call","WebKit","Thu Nov 13 19:33:37 UTC 2025","passed","Thu Nov 13 19:33:51 UTC 2025","Session Rehydration - NextJS","Session Rehydration","",""
"","11659","should complete login flow and redirect to hello page","WebKit","Thu Nov 13 19:31:10 UTC 2025","passed","Thu Nov 13 19:31:22 UTC 2025","Civic Auth Applications","Login","",""
