"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 15 02:53:25 GMT 2025","Fri Aug 15 02:53:40 GMT 2025","14711","webkit","","Solana Vite No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 02:53:34 GMT 2025","Fri Aug 15 02:53:44 GMT 2025","10820","webkit","","Fastify Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Fri Aug 15 02:54:13 GMT 2025","Fri Aug 15 02:54:23 GMT 2025","9941","webkit","","Hono Login Tests","","","should complete login flow and redirect to hello page",""
"failed","Fri Aug 15 02:55:04 GMT 2025","Fri Aug 15 02:55:32 GMT 2025","28168","webkit","","Solana Vite Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 02:54:09 GMT 2025","Fri Aug 15 02:54:26 GMT 2025","16693","webkit","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 02:55:12 GMT 2025","Fri Aug 15 02:55:34 GMT 2025","21207","webkit","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 02:55:12 GMT 2025","Fri Aug 15 02:55:36 GMT 2025","24042","webkit","","Solana Next15 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 02:55:07 GMT 2025","Fri Aug 15 02:55:27 GMT 2025","19671","webkit","","Solana Next15 Turbopack No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 02:54:48 GMT 2025","Fri Aug 15 02:55:11 GMT 2025","22579","webkit","","Solana Next15 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 02:55:31 GMT 2025","Fri Aug 15 02:55:55 GMT 2025","23936","webkit","","Solana Next14 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 02:55:06 GMT 2025","Fri Aug 15 02:55:30 GMT 2025","23968","webkit","","Solana Next14 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 02:53:08 GMT 2025","Fri Aug 15 02:53:15 GMT 2025","7582","webkit","","Express Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Fri Aug 15 02:54:28 GMT 2025","Fri Aug 15 02:54:51 GMT 2025","22576","webkit","","Solana Next15 Turbopack Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 02:54:27 GMT 2025","Fri Aug 15 02:54:44 GMT 2025","16297","webkit","","Next.js Login Tests","","","should complete full login and logout flow",""
"passed","Fri Aug 15 02:53:24 GMT 2025","Fri Aug 15 02:53:34 GMT 2025","10096","webkit","","VanillaJS Embedded Login Tests","","","should complete full embedded login and logout flow",""
"passed","Fri Aug 15 02:53:28 GMT 2025","Fri Aug 15 02:53:42 GMT 2025","14017","webkit","","Reactjs Login Tests","","","should complete full login and logout flow",""
