"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10101","should complete full login and logout flow","Chromium","Thu Nov 13 17:33:19 UTC 2025","passed","Thu Nov 13 17:33:29 UTC 2025","Civic Auth Applications","Login","",""
"","6131","should complete full embedded login and logout flow","Firefox","Thu Nov 13 17:33:35 UTC 2025","passed","Thu Nov 13 17:33:41 UTC 2025","Civic Auth Applications","Login","",""
"","12009","should handle refresh token flow correctly","Firefox","Thu Nov 13 17:34:56 UTC 2025","passed","Thu Nov 13 17:35:08 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","9591","should complete full login and logout flow","Firefox","Thu Nov 13 17:33:32 UTC 2025","passed","Thu Nov 13 17:33:41 UTC 2025","Civic Auth Applications","Login","",""
"","12195","should complete email verification flow","Firefox","Thu Nov 13 17:34:36 UTC 2025","passed","Thu Nov 13 17:34:49 UTC 2025","Civic Auth Applications","Email","",""
"","1878","should call onSignIn callback with error on failed sign-in","Firefox","Thu Nov 13 17:33:42 UTC 2025","passed","Thu Nov 13 17:33:44 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","7158","should complete login flow and redirect to hello page","Chromium","Thu Nov 13 17:33:25 UTC 2025","passed","Thu Nov 13 17:33:32 UTC 2025","Civic Auth Applications","Login","",""
"","21649","should complete full login and logout flow","WebKit","Thu Nov 13 17:35:16 UTC 2025","passed","Thu Nov 13 17:35:38 UTC 2025","Civic Auth Applications","Login","",""
"","20997","should complete email verification flow","WebKit","Thu Nov 13 17:35:15 UTC 2025","passed","Thu Nov 13 17:35:36 UTC 2025","Civic Auth Applications","Email","",""
"","3950","should call onSignIn callback with error on failed sign-in","WebKit","Thu Nov 13 17:34:07 UTC 2025","passed","Thu Nov 13 17:34:11 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","16990","should call useUser onSignIn callback and handle sign-out correctly","WebKit","Thu Nov 13 17:35:37 UTC 2025","passed","Thu Nov 13 17:35:54 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","11595","should handle refresh token flow correctly","Chromium","Thu Nov 13 17:34:19 UTC 2025","passed","Thu Nov 13 17:34:30 UTC 2025","Civic Auth Applications","Refresh Token","",""
