"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15866","should call onSignIn callback and handle sign-out correctly","WebKit","Thu Nov 13 01:46:59 UTC 2025","passed","Thu Nov 13 01:47:15 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","11235","should complete login flow and redirect to customSuccessRoute","Firefox","Thu Nov 13 01:46:24 UTC 2025","passed","Thu Nov 13 01:46:35 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","9346","should complete login flow and redirect to customSuccessRoute","Firefox","Thu Nov 13 01:46:30 UTC 2025","passed","Thu Nov 13 01:46:40 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","13065","should call onSignIn callback on successful sign-in","WebKit","Thu Nov 13 01:46:58 UTC 2025","passed","Thu Nov 13 01:47:11 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","9728","should rehydrate session via API call","Firefox","Thu Nov 13 01:48:10 UTC 2025","passed","Thu Nov 13 01:48:19 UTC 2025","Session Rehydration - NextJS","Session Rehydration","",""
"","12148","should call useUser onSignIn callback on successful sign-in","Firefox","Thu Nov 13 01:47:45 UTC 2025","passed","Thu Nov 13 01:47:58 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","10317","should maintain callback state across page interactions","Chromium","Thu Nov 13 01:47:23 UTC 2025","passed","Thu Nov 13 01:47:34 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","10238","should handle refresh token flow correctly","Chromium","Thu Nov 13 01:47:27 UTC 2025","passed","Thu Nov 13 01:47:37 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","7514","should complete full login and logout flow","Chromium","Thu Nov 13 01:46:25 UTC 2025","passed","Thu Nov 13 01:46:33 UTC 2025","Civic Auth Applications","Login","",""
"","11357","should rehydrate session via API call","Firefox","Thu Nov 13 01:46:42 UTC 2025","passed","Thu Nov 13 01:46:54 UTC 2025","Session Rehydration - VanillaJS","Session Rehydration","",""
"","21943","should call useUser onSignIn callback on successful sign-in","WebKit","Thu Nov 13 01:48:21 UTC 2025","passed","Thu Nov 13 01:48:43 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","11235","should rehydrate session via middleware on page reload","Firefox","Thu Nov 13 01:48:08 UTC 2025","passed","Thu Nov 13 01:48:19 UTC 2025","Session Rehydration - NextJS","Session Rehydration","",""
"","11495","should handle refresh token flow correctly","WebKit","Thu Nov 13 01:46:53 UTC 2025","passed","Thu Nov 13 01:47:05 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","10543","should complete full modal login and logout flow","Chromium","Thu Nov 13 01:46:29 UTC 2025","passed","Thu Nov 13 01:46:39 UTC 2025","Civic Auth Applications","Login","",""
"","14860","should handle refresh token flow correctly","WebKit","Thu Nov 13 01:48:48 UTC 2025","passed","Thu Nov 13 01:49:03 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","13519","should rehydrate session via API call","WebKit","Thu Nov 13 01:48:59 UTC 2025","passed","Thu Nov 13 01:49:12 UTC 2025","Session Rehydration - NextJS","Session Rehydration","",""
"","15831","should complete full modal login and logout flow","WebKit","Thu Nov 13 01:46:41 UTC 2025","passed","Thu Nov 13 01:46:57 UTC 2025","Civic Auth Applications","Login","",""
"","7074","should complete full embedded login and logout flow","Chromium","Thu Nov 13 01:46:22 UTC 2025","passed","Thu Nov 13 01:46:29 UTC 2025","Civic Auth Applications","Login","",""
"","11769","should call useUser onSignIn callback and handle sign-out correctly","Chromium","Thu Nov 13 01:47:23 UTC 2025","passed","Thu Nov 13 01:47:34 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","11633","should complete login flow and redirect to customSuccessRoute","WebKit","Thu Nov 13 01:46:30 UTC 2025","passed","Thu Nov 13 01:46:42 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","11427","should handle refresh token flow correctly","Chromium","Thu Nov 13 01:46:22 UTC 2025","passed","Thu Nov 13 01:46:34 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","10318","should rehydrate session via middleware on page reload","Chromium","Thu Nov 13 01:47:34 UTC 2025","passed","Thu Nov 13 01:47:44 UTC 2025","Session Rehydration - NextJS","Session Rehydration","",""
"","6499","should maintain callback state across page interactions","Chromium","Thu Nov 13 01:46:34 UTC 2025","passed","Thu Nov 13 01:46:41 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","8451","should complete login flow and redirect to customSuccessRoute","Chromium","Thu Nov 13 01:46:30 UTC 2025","passed","Thu Nov 13 01:46:39 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","10664","should call useUser onSignIn callback on successful sign-in","Chromium","Thu Nov 13 01:47:12 UTC 2025","passed","Thu Nov 13 01:47:22 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","6225","should complete login flow and redirect to hello page","Chromium","Thu Nov 13 01:46:24 UTC 2025","passed","Thu Nov 13 01:46:30 UTC 2025","Civic Auth Applications","Login","",""
