"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11410","should complete login flow and redirect to hello page","WebKit","Thu Nov 13 01:46:22 UTC 2025","passed","Thu Nov 13 01:46:34 UTC 2025","Civic Auth Applications","Login","",""
"","3124","should call onSignIn callback with error on failed sign-in","WebKit","Thu Nov 13 01:48:41 UTC 2025","passed","Thu Nov 13 01:48:44 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","11313","should rehydrate session via middleware on page reload","WebKit","Thu Nov 13 01:46:57 UTC 2025","passed","Thu Nov 13 01:47:08 UTC 2025","Session Rehydration - VanillaJS","Session Rehydration","",""
"","7185","should complete full login and logout flow","Firefox","Thu Nov 13 01:46:36 UTC 2025","passed","Thu Nov 13 01:46:44 UTC 2025","Civic Auth Applications","Login","",""
"","9923","should handle refresh token flow correctly","Firefox","Thu Nov 13 01:46:37 UTC 2025","passed","Thu Nov 13 01:46:47 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","7893","should complete login flow and redirect to customSuccessRoute","Chromium","Thu Nov 13 01:46:24 UTC 2025","passed","Thu Nov 13 01:46:32 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","8421","should maintain callback state across page interactions","WebKit","Thu Nov 13 01:47:12 UTC 2025","passed","Thu Nov 13 01:47:20 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","12343","should call useUser onSignIn callback and handle sign-out correctly","Firefox","Thu Nov 13 01:47:55 UTC 2025","passed","Thu Nov 13 01:48:08 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","5052","should reinitialize authentication when session is stale (>30 minutes)","WebKit","Thu Nov 13 01:47:05 UTC 2025","passed","Thu Nov 13 01:47:10 UTC 2025","Civic Auth Applications","Stale Session Handling","",""
"","6104","should complete full embedded login and logout flow","Firefox","Thu Nov 13 01:46:35 UTC 2025","passed","Thu Nov 13 01:46:41 UTC 2025","Civic Auth Applications","Login","",""
"","9276","should complete full embedded login and logout flow","WebKit","Thu Nov 13 01:46:52 UTC 2025","passed","Thu Nov 13 01:47:01 UTC 2025","Civic Auth Applications","Login","",""
"","14672","should rehydrate session via middleware on page reload","WebKit","Thu Nov 13 01:48:57 UTC 2025","passed","Thu Nov 13 01:49:12 UTC 2025","Session Rehydration - NextJS","Session Rehydration","",""
"","7104","should complete login flow and redirect to customSuccessRoute","Chromium","Thu Nov 13 01:46:41 UTC 2025","passed","Thu Nov 13 01:46:48 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","13006","should complete full login and logout flow","Firefox","Thu Nov 13 01:47:45 UTC 2025","passed","Thu Nov 13 01:47:58 UTC 2025","Civic Auth Applications","Login","",""
"","7639","should reinitialize authentication when session is stale (>30 minutes)","WebKit","Thu Nov 13 01:49:03 UTC 2025","passed","Thu Nov 13 01:49:10 UTC 2025","Civic Auth Applications","Stale Session Handling","",""
"","9870","should complete login flow and redirect to hello page","Firefox","Thu Nov 13 01:46:28 UTC 2025","passed","Thu Nov 13 01:46:38 UTC 2025","Civic Auth Applications","Login","",""
"","8531","should complete login flow and redirect to customSuccessRoute","Firefox","Thu Nov 13 01:46:41 UTC 2025","passed","Thu Nov 13 01:46:49 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","17193","should handle refresh token flow correctly in modal mode","WebKit","Thu Nov 13 01:46:46 UTC 2025","passed","Thu Nov 13 01:47:03 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","15112","should maintain callback state across page interactions","WebKit","Thu Nov 13 01:48:44 UTC 2025","passed","Thu Nov 13 01:48:59 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","15080","should handle refresh token flow correctly in modal mode","Chromium","Thu Nov 13 01:46:29 UTC 2025","passed","Thu Nov 13 01:46:44 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","9850","should rehydrate session via middleware on page reload","Chromium","Thu Nov 13 01:46:22 UTC 2025","passed","Thu Nov 13 01:46:32 UTC 2025","Session Rehydration - VanillaJS","Session Rehydration","",""
"","13198","should complete login flow and redirect to customSuccessRoute","WebKit","Thu Nov 13 01:46:24 UTC 2025","passed","Thu Nov 13 01:46:37 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","2425","should call onSignIn callback with error on failed sign-in","Firefox","Thu Nov 13 01:47:58 UTC 2025","passed","Thu Nov 13 01:48:01 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","10650","should complete full login and logout flow","Chromium","Thu Nov 13 01:47:12 UTC 2025","passed","Thu Nov 13 01:47:23 UTC 2025","Civic Auth Applications","Login","",""
"","11975","should rehydrate session via API call","Chromium","Thu Nov 13 01:46:29 UTC 2025","passed","Thu Nov 13 01:46:41 UTC 2025","Session Rehydration - VanillaJS","Session Rehydration","",""
"","10066","should complete full modal login and logout flow","Firefox","Thu Nov 13 01:46:29 UTC 2025","passed","Thu Nov 13 01:46:39 UTC 2025","Civic Auth Applications","Login","",""
"","10171","should call onSignIn callback on successful sign-in","Firefox","Thu Nov 13 01:46:42 UTC 2025","passed","Thu Nov 13 01:46:52 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","13065","should complete full login and logout flow","WebKit","Thu Nov 13 01:46:55 UTC 2025","passed","Thu Nov 13 01:47:08 UTC 2025","Civic Auth Applications","Login","",""
"","11388","should complete email verification flow","Chromium","Thu Nov 13 01:47:12 UTC 2025","passed","Thu Nov 13 01:47:23 UTC 2025","Civic Auth Applications","Email","",""
"","9066","should complete login flow and redirect to hello page","Chromium","Thu Nov 13 01:46:28 UTC 2025","passed","Thu Nov 13 01:46:37 UTC 2025","Civic Auth Applications","Login","",""
"","9802","should call onSignIn callback and handle sign-out correctly","Chromium","Thu Nov 13 01:46:25 UTC 2025","passed","Thu Nov 13 01:46:35 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","8485","should maintain callback state across page interactions","Firefox","Thu Nov 13 01:46:48 UTC 2025","passed","Thu Nov 13 01:46:56 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","3696","should handle onSignIn callback in Next.js middleware context","WebKit","Thu Nov 13 01:48:44 UTC 2025","passed","Thu Nov 13 01:48:48 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","1485","should call onSignIn callback with error on failed sign-in","Chromium","Thu Nov 13 01:46:33 UTC 2025","passed","Thu Nov 13 01:46:34 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","3135","should call onSignIn callback with error on failed sign-in","Firefox","Thu Nov 13 01:46:45 UTC 2025","passed","Thu Nov 13 01:46:48 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","11180","should handle refresh token flow correctly","Firefox","Thu Nov 13 01:48:03 UTC 2025","passed","Thu Nov 13 01:48:14 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","4116","should reinitialize authentication when session is stale (>30 minutes)","Chromium","Thu Nov 13 01:46:32 UTC 2025","passed","Thu Nov 13 01:46:36 UTC 2025","Civic Auth Applications","Stale Session Handling","",""
"","11071","should maintain callback state across page interactions","Firefox","Thu Nov 13 01:47:59 UTC 2025","passed","Thu Nov 13 01:48:10 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","8254","should complete login flow and redirect to hello page","Chromium","Thu Nov 13 01:46:22 UTC 2025","passed","Thu Nov 13 01:46:31 UTC 2025","Civic Auth Applications","Login","",""
"","13030","should complete login flow and redirect to hello page","WebKit","Thu Nov 13 01:46:24 UTC 2025","passed","Thu Nov 13 01:46:37 UTC 2025","Civic Auth Applications","Login","",""
"","1983","should call onSignIn callback with error on failed sign-in","Chromium","Thu Nov 13 01:47:23 UTC 2025","passed","Thu Nov 13 01:47:25 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","19307","should complete email verification flow","WebKit","Thu Nov 13 01:48:21 UTC 2025","passed","Thu Nov 13 01:48:40 UTC 2025","Civic Auth Applications","Email","",""
"","4060","should reinitialize authentication when session is stale (>30 minutes)","Firefox","Thu Nov 13 01:46:48 UTC 2025","passed","Thu Nov 13 01:46:52 UTC 2025","Civic Auth Applications","Stale Session Handling","",""
"","10705","should complete login flow and redirect to hello page","Firefox","Thu Nov 13 01:46:24 UTC 2025","passed","Thu Nov 13 01:46:35 UTC 2025","Civic Auth Applications","Login","",""
"","1810","should handle onSignIn callback in Next.js middleware context","Chromium","Thu Nov 13 01:47:25 UTC 2025","passed","Thu Nov 13 01:47:27 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","4983","should reinitialize authentication when session is stale (>30 minutes)","Chromium","Thu Nov 13 01:47:37 UTC 2025","passed","Thu Nov 13 01:47:42 UTC 2025","Civic Auth Applications","Stale Session Handling","",""
"","9236","should rehydrate session via API call","Chromium","Thu Nov 13 01:47:35 UTC 2025","passed","Thu Nov 13 01:47:44 UTC 2025","Session Rehydration - NextJS","Session Rehydration","",""
"","15923","should call useUser onSignIn callback and handle sign-out correctly","WebKit","Thu Nov 13 01:48:41 UTC 2025","passed","Thu Nov 13 01:48:57 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","9319","should rehydrate session via middleware on page reload","Firefox","Thu Nov 13 01:46:41 UTC 2025","passed","Thu Nov 13 01:46:51 UTC 2025","Session Rehydration - VanillaJS","Session Rehydration","",""
"","12397","should complete email verification flow","Firefox","Thu Nov 13 01:47:42 UTC 2025","passed","Thu Nov 13 01:47:55 UTC 2025","Civic Auth Applications","Email","",""
"","10931","should complete login flow and redirect to customSuccessRoute","WebKit","Thu Nov 13 01:46:40 UTC 2025","passed","Thu Nov 13 01:46:51 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","18972","should complete full login and logout flow","WebKit","Thu Nov 13 01:48:21 UTC 2025","passed","Thu Nov 13 01:48:40 UTC 2025","Civic Auth Applications","Login","",""
"","11304","should rehydrate session via API call","WebKit","Thu Nov 13 01:47:02 UTC 2025","passed","Thu Nov 13 01:47:13 UTC 2025","Session Rehydration - VanillaJS","Session Rehydration","",""
"","12231","should complete login flow and redirect to hello page","WebKit","Thu Nov 13 01:46:28 UTC 2025","passed","Thu Nov 13 01:46:40 UTC 2025","Civic Auth Applications","Login","",""
"","6702","should call onSignIn callback on successful sign-in","Chromium","Thu Nov 13 01:46:35 UTC 2025","passed","Thu Nov 13 01:46:42 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","9728","should complete login flow and redirect to hello page","Firefox","Thu Nov 13 01:46:22 UTC 2025","passed","Thu Nov 13 01:46:32 UTC 2025","Civic Auth Applications","Login","",""
"","5795","should reinitialize authentication when session is stale (>30 minutes)","Firefox","Thu Nov 13 01:48:14 UTC 2025","passed","Thu Nov 13 01:48:20 UTC 2025","Civic Auth Applications","Stale Session Handling","",""
"","14343","should handle refresh token flow correctly in modal mode","Firefox","Thu Nov 13 01:46:40 UTC 2025","passed","Thu Nov 13 01:46:55 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","2077","should handle onSignIn callback in Next.js middleware context","Firefox","Thu Nov 13 01:48:01 UTC 2025","passed","Thu Nov 13 01:48:03 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","3230","should call onSignIn callback with error on failed sign-in","WebKit","Thu Nov 13 01:47:09 UTC 2025","passed","Thu Nov 13 01:47:12 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","13158","should call onSignIn callback and handle sign-out correctly","Firefox","Thu Nov 13 01:46:43 UTC 2025","passed","Thu Nov 13 01:46:56 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
