"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 18 17:35:26 GMT 2025","Mon Aug 18 17:35:31 GMT 2025","4704","firefox","","Hono Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Mon Aug 18 17:37:47 GMT 2025","Mon Aug 18 17:38:01 GMT 2025","14010","chromium","","Solana Next15 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:36:31 GMT 2025","Mon Aug 18 17:36:38 GMT 2025","6582","firefox","","VanillaJS Embedded Login Tests","","","should complete full embedded login and logout flow",""
"passed","Mon Aug 18 17:38:23 GMT 2025","Mon Aug 18 17:38:38 GMT 2025","15801","firefox","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:36:01 GMT 2025","Mon Aug 18 17:36:11 GMT 2025","10050","chromium","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:36:23 GMT 2025","Mon Aug 18 17:36:39 GMT 2025","15890","webkit","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:35:36 GMT 2025","Mon Aug 18 17:35:41 GMT 2025","5100","chromium","","Reactjs Login Tests","","","should complete full login and logout flow",""
"passed","Mon Aug 18 17:38:10 GMT 2025","Mon Aug 18 17:38:27 GMT 2025","16668","webkit","","Solana Next15 Turbopack Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:36:39 GMT 2025","Mon Aug 18 17:36:51 GMT 2025","11353","webkit","","VanillaJS Embedded Login Tests","","","should complete full embedded login and logout flow",""
"failed","Mon Aug 18 17:37:58 GMT 2025","Mon Aug 18 17:38:25 GMT 2025","27211","firefox","","Next.js Login Tests","","","should complete full login and logout flow",""
"passed","Mon Aug 18 17:35:33 GMT 2025","Mon Aug 18 17:35:42 GMT 2025","8671","chromium","","Solana Vite Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:38:09 GMT 2025","Mon Aug 18 17:38:25 GMT 2025","15760","webkit","","Solana Next15 Turbopack No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:38:40 GMT 2025","Mon Aug 18 17:38:58 GMT 2025","17726","webkit","","Wagmi Login Tests","","","should complete login flow and show balance",""
"failed","Mon Aug 18 17:36:56 GMT 2025","Mon Aug 18 17:37:24 GMT 2025","28665","webkit","","Solana Vite Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:38:05 GMT 2025","Mon Aug 18 17:38:22 GMT 2025","17092","webkit","","Solana Next14 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:35:41 GMT 2025","Mon Aug 18 17:35:49 GMT 2025","8267","webkit","","Fastify Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Mon Aug 18 17:37:43 GMT 2025","Mon Aug 18 17:37:57 GMT 2025","14337","chromium","","Solana Next15 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:37:31 GMT 2025","Mon Aug 18 17:37:47 GMT 2025","15869","chromium","","Solana Next14 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:37:05 GMT 2025","Mon Aug 18 17:37:19 GMT 2025","13927","firefox","","Solana Next14 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:35:42 GMT 2025","Mon Aug 18 17:35:50 GMT 2025","8024","firefox","","Reactjs Login Tests","","","should complete full login and logout flow",""
"passed","Mon Aug 18 17:35:42 GMT 2025","Mon Aug 18 17:35:53 GMT 2025","10500","firefox","","Solana Vite Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:38:18 GMT 2025","Mon Aug 18 17:38:35 GMT 2025","16985","webkit","","Solana Next15 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:36:01 GMT 2025","Mon Aug 18 17:36:11 GMT 2025","10099","firefox","","Solana Vite No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:37:55 GMT 2025","Mon Aug 18 17:38:07 GMT 2025","12182","firefox","","Solana Next15 Turbopack No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:38:05 GMT 2025","Mon Aug 18 17:38:22 GMT 2025","17445","chromium","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:37:40 GMT 2025","Mon Aug 18 17:37:54 GMT 2025","13422","chromium","","Solana Next15 Turbopack Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:35:32 GMT 2025","Mon Aug 18 17:35:39 GMT 2025","7069","firefox","","Fastify Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Mon Aug 18 17:35:28 GMT 2025","Mon Aug 18 17:35:32 GMT 2025","3420","chromium","","Fastify Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Mon Aug 18 17:35:52 GMT 2025","Mon Aug 18 17:36:00 GMT 2025","8064","chromium","","Solana Vite No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:36:12 GMT 2025","Mon Aug 18 17:36:22 GMT 2025","9894","firefox","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:38:12 GMT 2025","Mon Aug 18 17:38:30 GMT 2025","18026","webkit","","Solana Next15 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:37:21 GMT 2025","Mon Aug 18 17:37:36 GMT 2025","15810","webkit","","Solana Next14 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:35:22 GMT 2025","Mon Aug 18 17:35:26 GMT 2025","3315","chromium","","Hono Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Mon Aug 18 17:37:58 GMT 2025","Mon Aug 18 17:38:11 GMT 2025","13168","firefox","","Solana Next15 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 17:35:59 GMT 2025","Mon Aug 18 17:36:05 GMT 2025","6495","chromium","","VanillaJS Embedded Login Tests","","","should complete full embedded login and logout flow",""
