"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 15 03:19:04 GMT 2025","Fri Aug 15 03:19:26 GMT 2025","22187","webkit","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 03:18:50 GMT 2025","Fri Aug 15 03:19:18 GMT 2025","27157","webkit","","Solana Next15 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 03:18:53 GMT 2025","Fri Aug 15 03:19:14 GMT 2025","20820","webkit","","Solana Next14 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 03:18:03 GMT 2025","Fri Aug 15 03:18:20 GMT 2025","17143","webkit","","Solana Next15 Turbopack Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"failed","Fri Aug 15 03:19:40 GMT 2025","Fri Aug 15 03:20:09 GMT 2025","28723","webkit","","Solana Vite Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 03:18:37 GMT 2025","Fri Aug 15 03:18:58 GMT 2025","21024","webkit","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 03:16:50 GMT 2025","Fri Aug 15 03:17:04 GMT 2025","13259","webkit","","Reactjs Login Tests","","","should complete full login and logout flow",""
"passed","Fri Aug 15 03:17:19 GMT 2025","Fri Aug 15 03:17:34 GMT 2025","14959","webkit","","Solana Vite No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 03:17:27 GMT 2025","Fri Aug 15 03:17:38 GMT 2025","11544","webkit","","VanillaJS Embedded Login Tests","","","should complete full embedded login and logout flow",""
"passed","Fri Aug 15 03:18:12 GMT 2025","Fri Aug 15 03:18:34 GMT 2025","22427","webkit","","Solana Next15 Turbopack No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 03:19:06 GMT 2025","Fri Aug 15 03:19:23 GMT 2025","17302","webkit","","Next.js Login Tests","","","should complete full login and logout flow",""
"passed","Fri Aug 15 03:17:13 GMT 2025","Fri Aug 15 03:17:26 GMT 2025","12855","webkit","","Express Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Fri Aug 15 03:18:12 GMT 2025","Fri Aug 15 03:18:32 GMT 2025","20566","webkit","","Solana Next15 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 03:17:27 GMT 2025","Fri Aug 15 03:17:40 GMT 2025","13086","webkit","","Hono Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Fri Aug 15 03:17:50 GMT 2025","Fri Aug 15 03:18:01 GMT 2025","11398","webkit","","Fastify Login Tests","","","should complete login flow and redirect to hello page",""
