"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10176","should rehydrate session via API call","Firefox","Thu Nov 13 00:41:22 UTC 2025","passed","Thu Nov 13 00:41:32 UTC 2025","Session Rehydration - VanillaJS","Session Rehydration","",""
"","1784","should call onSignIn callback with error on failed sign-in","Chromium","Thu Nov 13 00:41:14 UTC 2025","passed","Thu Nov 13 00:41:15 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","10102","should handle refresh token flow correctly","Chromium","Thu Nov 13 00:41:03 UTC 2025","passed","Thu Nov 13 00:41:13 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","4891","should reinitialize authentication when session is stale (>30 minutes)","Chromium","Thu Nov 13 00:42:12 UTC 2025","passed","Thu Nov 13 00:42:17 UTC 2025","Civic Auth Applications","Stale Session Handling","",""
"","9968","should complete login flow and redirect to customSuccessRoute","WebKit","Thu Nov 13 00:40:56 UTC 2025","passed","Thu Nov 13 00:41:06 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","4251","should reinitialize authentication when session is stale (>30 minutes)","Chromium","Thu Nov 13 00:41:13 UTC 2025","passed","Thu Nov 13 00:41:18 UTC 2025","Civic Auth Applications","Stale Session Handling","",""
"","13641","should handle refresh token flow correctly","WebKit","Thu Nov 13 00:41:35 UTC 2025","passed","Thu Nov 13 00:41:48 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","8938","should complete login flow and redirect to hello page","Firefox","Thu Nov 13 00:41:03 UTC 2025","passed","Thu Nov 13 00:41:12 UTC 2025","Civic Auth Applications","Login","",""
"","17260","should complete full modal login and logout flow","WebKit","Thu Nov 13 00:41:12 UTC 2025","passed","Thu Nov 13 00:41:30 UTC 2025","Civic Auth Applications","Login","",""
"","21060","should handle refresh token flow correctly in modal mode","WebKit","Thu Nov 13 00:41:13 UTC 2025","passed","Thu Nov 13 00:41:34 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","2087","should call onSignIn callback with error on failed sign-in","Firefox","Thu Nov 13 00:42:32 UTC 2025","passed","Thu Nov 13 00:42:34 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","7769","should complete login flow and redirect to customSuccessRoute","Firefox","Thu Nov 13 00:40:56 UTC 2025","passed","Thu Nov 13 00:41:03 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","13200","should complete login flow and redirect to customSuccessRoute","WebKit","Thu Nov 13 00:41:05 UTC 2025","passed","Thu Nov 13 00:41:18 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","6202","should complete full embedded login and logout flow","Firefox","Thu Nov 13 00:41:15 UTC 2025","passed","Thu Nov 13 00:41:21 UTC 2025","Civic Auth Applications","Login","",""
"","15804","should maintain callback state across page interactions","WebKit","Thu Nov 13 00:43:17 UTC 2025","passed","Thu Nov 13 00:43:33 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","10058","should rehydrate session via middleware on page reload","Firefox","Thu Nov 13 00:41:22 UTC 2025","passed","Thu Nov 13 00:41:32 UTC 2025","Session Rehydration - VanillaJS","Session Rehydration","",""
"","2401","should call onSignIn callback with error on failed sign-in","Firefox","Thu Nov 13 00:41:33 UTC 2025","passed","Thu Nov 13 00:41:35 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","20623","should call useUser onSignIn callback on successful sign-in","WebKit","Thu Nov 13 00:42:56 UTC 2025","passed","Thu Nov 13 00:43:17 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","11800","should complete login flow and redirect to customSuccessRoute","WebKit","Thu Nov 13 00:41:08 UTC 2025","passed","Thu Nov 13 00:41:20 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","8931","should maintain callback state across page interactions","WebKit","Thu Nov 13 00:42:01 UTC 2025","passed","Thu Nov 13 00:42:10 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","6712","should reinitialize authentication when session is stale (>30 minutes)","WebKit","Thu Nov 13 00:43:40 UTC 2025","passed","Thu Nov 13 00:43:47 UTC 2025","Civic Auth Applications","Stale Session Handling","",""
"","12205","should complete login flow and redirect to hello page","Firefox","Thu Nov 13 00:41:04 UTC 2025","passed","Thu Nov 13 00:41:16 UTC 2025","Civic Auth Applications","Login","",""
"","11409","should rehydrate session via API call","WebKit","Thu Nov 13 00:41:46 UTC 2025","passed","Thu Nov 13 00:41:57 UTC 2025","Session Rehydration - VanillaJS","Session Rehydration","",""
"","2494","should handle onSignIn callback in Next.js middleware context","Firefox","Thu Nov 13 00:42:34 UTC 2025","passed","Thu Nov 13 00:42:36 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","4094","should reinitialize authentication when session is stale (>30 minutes)","Firefox","Thu Nov 13 00:41:29 UTC 2025","passed","Thu Nov 13 00:41:33 UTC 2025","Civic Auth Applications","Stale Session Handling","",""
"","9996","should complete login flow and redirect to customSuccessRoute","Firefox","Thu Nov 13 00:41:08 UTC 2025","passed","Thu Nov 13 00:41:18 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","21183","should complete email verification flow","WebKit","Thu Nov 13 00:42:54 UTC 2025","passed","Thu Nov 13 00:43:16 UTC 2025","Civic Auth Applications","Email","",""
"","11377","should call useUser onSignIn callback and handle sign-out correctly","Chromium","Thu Nov 13 00:41:57 UTC 2025","passed","Thu Nov 13 00:42:09 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","8909","should complete full login and logout flow","Chromium","Thu Nov 13 00:41:05 UTC 2025","passed","Thu Nov 13 00:41:14 UTC 2025","Civic Auth Applications","Login","",""
"","8015","should call onSignIn callback on successful sign-in","Chromium","Thu Nov 13 00:41:05 UTC 2025","passed","Thu Nov 13 00:41:13 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","8717","should rehydrate session via API call","Chromium","Thu Nov 13 00:42:09 UTC 2025","passed","Thu Nov 13 00:42:18 UTC 2025","Session Rehydration - NextJS","Session Rehydration","",""
"","13688","should rehydrate session via API call","WebKit","Thu Nov 13 00:43:33 UTC 2025","passed","Thu Nov 13 00:43:46 UTC 2025","Session Rehydration - NextJS","Session Rehydration","",""
"","11793","should complete email verification flow","Firefox","Thu Nov 13 00:42:18 UTC 2025","passed","Thu Nov 13 00:42:29 UTC 2025","Civic Auth Applications","Email","",""
"","10173","should complete login flow and redirect to hello page","Firefox","Thu Nov 13 00:41:07 UTC 2025","passed","Thu Nov 13 00:41:17 UTC 2025","Civic Auth Applications","Login","",""
"","14239","should rehydrate session via middleware on page reload","WebKit","Thu Nov 13 00:41:35 UTC 2025","passed","Thu Nov 13 00:41:49 UTC 2025","Session Rehydration - VanillaJS","Session Rehydration","",""
"","11992","should rehydrate session via middleware on page reload","Firefox","Thu Nov 13 00:42:42 UTC 2025","passed","Thu Nov 13 00:42:54 UTC 2025","Session Rehydration - NextJS","Session Rehydration","",""
"","9433","should complete login flow and redirect to customSuccessRoute","Chromium","Thu Nov 13 00:41:08 UTC 2025","passed","Thu Nov 13 00:41:18 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","9486","should rehydrate session via API call","Firefox","Thu Nov 13 00:42:44 UTC 2025","passed","Thu Nov 13 00:42:54 UTC 2025","Session Rehydration - NextJS","Session Rehydration","",""
"","8152","should call onSignIn callback and handle sign-out correctly","Chromium","Thu Nov 13 00:41:31 UTC 2025","passed","Thu Nov 13 00:41:39 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","12174","should call useUser onSignIn callback and handle sign-out correctly","Firefox","Thu Nov 13 00:42:30 UTC 2025","passed","Thu Nov 13 00:42:42 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","5513","should reinitialize authentication when session is stale (>30 minutes)","Firefox","Thu Nov 13 00:42:48 UTC 2025","passed","Thu Nov 13 00:42:53 UTC 2025","Civic Auth Applications","Stale Session Handling","",""
"","7789","should complete full modal login and logout flow","Chromium","Thu Nov 13 00:41:01 UTC 2025","passed","Thu Nov 13 00:41:09 UTC 2025","Civic Auth Applications","Login","",""
"","7837","should complete login flow and redirect to hello page","Chromium","Thu Nov 13 00:41:04 UTC 2025","passed","Thu Nov 13 00:41:12 UTC 2025","Civic Auth Applications","Login","",""
"","5052","should reinitialize authentication when session is stale (>30 minutes)","WebKit","Thu Nov 13 00:41:48 UTC 2025","passed","Thu Nov 13 00:41:53 UTC 2025","Civic Auth Applications","Stale Session Handling","",""
