"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13683","should complete login flow and redirect to hello page","WebKit","Thu Nov 13 00:41:04 UTC 2025","passed","Thu Nov 13 00:41:17 UTC 2025","Civic Auth Applications","Login","",""
"","10643","should handle refresh token flow correctly in modal mode","Chromium","Thu Nov 13 00:41:01 UTC 2025","passed","Thu Nov 13 00:41:11 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","9818","should complete login flow and redirect to hello page","Chromium","Thu Nov 13 00:41:07 UTC 2025","passed","Thu Nov 13 00:41:17 UTC 2025","Civic Auth Applications","Login","",""
"","13805","should call onSignIn callback on successful sign-in","WebKit","Thu Nov 13 00:41:44 UTC 2025","passed","Thu Nov 13 00:41:58 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","10588","should rehydrate session via middleware on page reload","Chromium","Thu Nov 13 00:42:09 UTC 2025","passed","Thu Nov 13 00:42:19 UTC 2025","Session Rehydration - NextJS","Session Rehydration","",""
"","8855","should call onSignIn callback on successful sign-in","Firefox","Thu Nov 13 00:41:34 UTC 2025","passed","Thu Nov 13 00:41:43 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","11326","should complete full embedded login and logout flow","WebKit","Thu Nov 13 00:41:33 UTC 2025","passed","Thu Nov 13 00:41:45 UTC 2025","Civic Auth Applications","Login","",""
"","7180","should maintain callback state across page interactions","Chromium","Thu Nov 13 00:41:15 UTC 2025","passed","Thu Nov 13 00:41:22 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","12080","should complete login flow and redirect to customSuccessRoute","Firefox","Thu Nov 13 00:41:04 UTC 2025","passed","Thu Nov 13 00:41:17 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","10392","should handle refresh token flow correctly","Chromium","Thu Nov 13 00:42:02 UTC 2025","passed","Thu Nov 13 00:42:12 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","6858","should complete login flow and redirect to hello page","Chromium","Thu Nov 13 00:41:03 UTC 2025","passed","Thu Nov 13 00:41:10 UTC 2025","Civic Auth Applications","Login","",""
"","10427","should rehydrate session via middleware on page reload","Chromium","Thu Nov 13 00:41:03 UTC 2025","passed","Thu Nov 13 00:41:14 UTC 2025","Session Rehydration - VanillaJS","Session Rehydration","",""
"","2019","should call onSignIn callback with error on failed sign-in","Chromium","Thu Nov 13 00:41:58 UTC 2025","passed","Thu Nov 13 00:42:00 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","10860","should maintain callback state across page interactions","Firefox","Thu Nov 13 00:42:33 UTC 2025","passed","Thu Nov 13 00:42:44 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","8932","should complete full modal login and logout flow","Firefox","Thu Nov 13 00:41:01 UTC 2025","passed","Thu Nov 13 00:41:10 UTC 2025","Civic Auth Applications","Login","",""
"","12100","should call useUser onSignIn callback on successful sign-in","Firefox","Thu Nov 13 00:42:20 UTC 2025","passed","Thu Nov 13 00:42:33 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","5764","should complete login flow and redirect to customSuccessRoute","Chromium","Thu Nov 13 00:40:55 UTC 2025","passed","Thu Nov 13 00:41:01 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","16292","should handle refresh token flow correctly","WebKit","Thu Nov 13 00:43:24 UTC 2025","passed","Thu Nov 13 00:43:40 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","9514","should complete email verification flow","Chromium","Thu Nov 13 00:41:47 UTC 2025","passed","Thu Nov 13 00:41:57 UTC 2025","Civic Auth Applications","Email","",""
"","11298","should complete login flow and redirect to hello page","WebKit","Thu Nov 13 00:41:03 UTC 2025","passed","Thu Nov 13 00:41:14 UTC 2025","Civic Auth Applications","Login","",""
"","10154","should complete full login and logout flow","Chromium","Thu Nov 13 00:41:47 UTC 2025","passed","Thu Nov 13 00:41:57 UTC 2025","Civic Auth Applications","Login","",""
"","7748","should complete full login and logout flow","WebKit","Thu Nov 13 00:42:14 UTC 2025","passed","Thu Nov 13 00:42:21 UTC 2025","Civic Auth Applications","Login","",""
"","9624","should call onSignIn callback and handle sign-out correctly","Firefox","Thu Nov 13 00:41:23 UTC 2025","passed","Thu Nov 13 00:41:33 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","2959","should call onSignIn callback with error on failed sign-in","WebKit","Thu Nov 13 00:43:17 UTC 2025","passed","Thu Nov 13 00:43:20 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","6714","should complete full embedded login and logout flow","Chromium","Thu Nov 13 00:41:03 UTC 2025","passed","Thu Nov 13 00:41:10 UTC 2025","Civic Auth Applications","Login","",""
"","1836","should handle onSignIn callback in Next.js middleware context","Chromium","Thu Nov 13 00:42:00 UTC 2025","passed","Thu Nov 13 00:42:02 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","11243","should rehydrate session via API call","Chromium","Thu Nov 13 00:41:10 UTC 2025","passed","Thu Nov 13 00:41:21 UTC 2025","Session Rehydration - VanillaJS","Session Rehydration","",""
"","2677","should call onSignIn callback with error on failed sign-in","WebKit","Thu Nov 13 00:41:58 UTC 2025","passed","Thu Nov 13 00:42:01 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","12560","should complete full login and logout flow","Firefox","Thu Nov 13 00:42:18 UTC 2025","passed","Thu Nov 13 00:42:31 UTC 2025","Civic Auth Applications","Login","",""
"","19362","should complete full login and logout flow","WebKit","Thu Nov 13 00:42:56 UTC 2025","passed","Thu Nov 13 00:43:15 UTC 2025","Civic Auth Applications","Login","",""
"","10502","should maintain callback state across page interactions","Chromium","Thu Nov 13 00:41:58 UTC 2025","passed","Thu Nov 13 00:42:09 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","6869","should maintain callback state across page interactions","Firefox","Thu Nov 13 00:41:35 UTC 2025","passed","Thu Nov 13 00:41:42 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","14771","should rehydrate session via middleware on page reload","WebKit","Thu Nov 13 00:43:31 UTC 2025","passed","Thu Nov 13 00:43:45 UTC 2025","Session Rehydration - NextJS","Session Rehydration","",""
"","17077","should call onSignIn callback and handle sign-out correctly","WebKit","Thu Nov 13 00:41:46 UTC 2025","passed","Thu Nov 13 00:42:03 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","15558","should call useUser onSignIn callback and handle sign-out correctly","WebKit","Thu Nov 13 00:43:15 UTC 2025","passed","Thu Nov 13 00:43:31 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","6178","should complete full login and logout flow","Firefox","Thu Nov 13 00:41:16 UTC 2025","passed","Thu Nov 13 00:41:22 UTC 2025","Civic Auth Applications","Login","",""
"","10829","should call useUser onSignIn callback on successful sign-in","Chromium","Thu Nov 13 00:41:47 UTC 2025","passed","Thu Nov 13 00:41:58 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","12355","should complete login flow and redirect to hello page","WebKit","Thu Nov 13 00:41:07 UTC 2025","passed","Thu Nov 13 00:41:19 UTC 2025","Civic Auth Applications","Login","",""
"","4086","should handle onSignIn callback in Next.js middleware context","WebKit","Thu Nov 13 00:43:20 UTC 2025","passed","Thu Nov 13 00:43:24 UTC 2025","Civic Auth onSignIn Callback Tests","onSignIn Callback","",""
"","11281","should handle refresh token flow correctly","Firefox","Thu Nov 13 00:42:36 UTC 2025","passed","Thu Nov 13 00:42:48 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","14700","should handle refresh token flow correctly in modal mode","Firefox","Thu Nov 13 00:41:10 UTC 2025","passed","Thu Nov 13 00:41:24 UTC 2025","Civic Auth Applications","Refresh Token","",""
"","8671","should complete login flow and redirect to customSuccessRoute","Chromium","Thu Nov 13 00:41:05 UTC 2025","passed","Thu Nov 13 00:41:13 UTC 2025","Civic Auth Applications","Login SuccessUrl","",""
"","10237","should handle refresh token flow correctly","Firefox","Thu Nov 13 00:41:19 UTC 2025","passed","Thu Nov 13 00:41:29 UTC 2025","Civic Auth Applications","Refresh Token","",""
