"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 18 04:05:59 GMT 2025","Mon Aug 18 04:06:05 GMT 2025","6175","chromium","","Hono Login Tests","","","should complete login flow and redirect to hello page",""
"failed","Mon Aug 18 04:09:33 GMT 2025","Mon Aug 18 04:10:02 GMT 2025","29128","webkit","","Solana Vite Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:08:33 GMT 2025","Mon Aug 18 04:08:50 GMT 2025","16975","webkit","","Solana Next15 Turbopack No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:06:11 GMT 2025","Mon Aug 18 04:06:23 GMT 2025","11334","webkit","","Hono Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Mon Aug 18 04:06:34 GMT 2025","Mon Aug 18 04:06:42 GMT 2025","7955","chromium","","Solana Vite No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:07:40 GMT 2025","Mon Aug 18 04:07:52 GMT 2025","12218","firefox","","Solana Next15 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:06:54 GMT 2025","Mon Aug 18 04:07:10 GMT 2025","15753","webkit","","Solana Vite No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:08:24 GMT 2025","Mon Aug 18 04:08:42 GMT 2025","18052","webkit","","Solana Next14 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:07:33 GMT 2025","Mon Aug 18 04:07:49 GMT 2025","16337","webkit","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:07:55 GMT 2025","Mon Aug 18 04:08:14 GMT 2025","19033","chromium","","Solana Next14 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:05:54 GMT 2025","Mon Aug 18 04:05:59 GMT 2025","4732","firefox","","Fastify Login Tests","","","should complete login flow and redirect to hello page",""
"failed","Mon Aug 18 04:08:24 GMT 2025","Mon Aug 18 04:08:51 GMT 2025","26985","firefox","","Next.js Login Tests","","","should complete full login and logout flow",""
"passed","Mon Aug 18 04:08:33 GMT 2025","Mon Aug 18 04:08:53 GMT 2025","19545","chromium","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:07:29 GMT 2025","Mon Aug 18 04:07:43 GMT 2025","14533","webkit","","VanillaJS Embedded Login Tests","","","should complete full embedded login and logout flow",""
"passed","Mon Aug 18 04:07:46 GMT 2025","Mon Aug 18 04:07:59 GMT 2025","13456","chromium","","Solana Next15 Turbopack Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:08:53 GMT 2025","Mon Aug 18 04:09:12 GMT 2025","19066","firefox","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:07:21 GMT 2025","Mon Aug 18 04:07:38 GMT 2025","17165","webkit","","Solana Next15 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:08:06 GMT 2025","Mon Aug 18 04:08:22 GMT 2025","16116","firefox","","Solana Next14 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:08:00 GMT 2025","Mon Aug 18 04:08:14 GMT 2025","13992","firefox","","Solana Next15 Turbopack Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:07:17 GMT 2025","Mon Aug 18 04:07:21 GMT 2025","4559","chromium","","VanillaJS Embedded Login Tests","","","should complete full embedded login and logout flow",""
"passed","Mon Aug 18 04:08:16 GMT 2025","Mon Aug 18 04:08:35 GMT 2025","19664","webkit","","Solana Next15 Turbopack Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:07:17 GMT 2025","Mon Aug 18 04:07:26 GMT 2025","9083","chromium","","Next.js Login Tests","","","should complete full login and logout flow",""
"passed","Mon Aug 18 04:07:21 GMT 2025","Mon Aug 18 04:07:32 GMT 2025","10915","firefox","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:09:14 GMT 2025","Mon Aug 18 04:09:42 GMT 2025","28158","webkit","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:08:20 GMT 2025","Mon Aug 18 04:08:29 GMT 2025","9669","firefox","","Solana Vite Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:05:49 GMT 2025","Mon Aug 18 04:05:53 GMT 2025","3897","chromium","","Fastify Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Mon Aug 18 04:06:28 GMT 2025","Mon Aug 18 04:06:40 GMT 2025","12310","webkit","","Express Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Mon Aug 18 04:07:54 GMT 2025","Mon Aug 18 04:08:14 GMT 2025","20099","webkit","","Solana Next15 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:06:18 GMT 2025","Mon Aug 18 04:06:21 GMT 2025","3465","chromium","","Express Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Mon Aug 18 04:08:03 GMT 2025","Mon Aug 18 04:08:17 GMT 2025","13692","chromium","","Solana Next15 Turbopack No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:06:05 GMT 2025","Mon Aug 18 04:06:10 GMT 2025","4387","firefox","","Hono Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Mon Aug 18 04:06:42 GMT 2025","Mon Aug 18 04:06:48 GMT 2025","5746","firefox","","Reactjs Login Tests","","","should complete full login and logout flow",""
"passed","Mon Aug 18 04:06:51 GMT 2025","Mon Aug 18 04:07:05 GMT 2025","13358","chromium","","Solana Next15 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:07:22 GMT 2025","Mon Aug 18 04:07:27 GMT 2025","5228","firefox","","VanillaJS Embedded Login Tests","","","should complete full embedded login and logout flow",""
"passed","Mon Aug 18 04:09:26 GMT 2025","Mon Aug 18 04:09:35 GMT 2025","9848","webkit","","Next.js Login Tests","","","should complete full login and logout flow",""
"passed","Mon Aug 18 04:06:43 GMT 2025","Mon Aug 18 04:06:52 GMT 2025","9374","firefox","","Solana Vite No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:06:37 GMT 2025","Mon Aug 18 04:06:42 GMT 2025","4542","chromium","","Reactjs Login Tests","","","should complete full login and logout flow",""
"passed","Mon Aug 18 04:07:05 GMT 2025","Mon Aug 18 04:07:19 GMT 2025","13996","firefox","","Solana Next15 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:08:17 GMT 2025","Mon Aug 18 04:08:32 GMT 2025","14226","firefox","","Solana Next15 Turbopack No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:08:11 GMT 2025","Mon Aug 18 04:08:19 GMT 2025","8317","chromium","","Solana Vite Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:06:00 GMT 2025","Mon Aug 18 04:06:13 GMT 2025","12832","webkit","","Fastify Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Mon Aug 18 04:08:15 GMT 2025","Mon Aug 18 04:08:28 GMT 2025","13672","firefox","","Solana Next14 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:07:28 GMT 2025","Mon Aug 18 04:07:39 GMT 2025","11324","chromium","","Solana Next15 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:06:22 GMT 2025","Mon Aug 18 04:06:26 GMT 2025","4110","firefox","","Express Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Mon Aug 18 04:07:48 GMT 2025","Mon Aug 18 04:08:05 GMT 2025","17236","chromium","","Solana Next14 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:08:30 GMT 2025","Mon Aug 18 04:08:48 GMT 2025","18140","webkit","","Solana Next14 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:07:10 GMT 2025","Mon Aug 18 04:07:20 GMT 2025","9910","chromium","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 04:06:50 GMT 2025","Mon Aug 18 04:07:06 GMT 2025","15919","webkit","","Reactjs Login Tests","","","should complete full login and logout flow",""
