"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 01 00:13:34 GMT 2025","Wed Oct 01 00:13:47 GMT 2025","12975","WebKit","Email","Civic Auth Applications","","","should complete email verification flow with actual email",""
"passed","Wed Oct 01 00:15:56 GMT 2025","Wed Oct 01 00:16:03 GMT 2025","6599","Firefox","onSignIn Callback","Civic Auth onSignIn Callback Tests","","","should call onSignIn callback on successful sign-in",""
"passed","Wed Oct 01 00:15:55 GMT 2025","Wed Oct 01 00:16:05 GMT 2025","10380","Chromium","onSignIn Callback","Civic Auth onSignIn Callback Tests","","","should call useUser onSignIn callback and handle sign-out correctly",""
"passed","Wed Oct 01 00:18:15 GMT 2025","Wed Oct 01 00:18:26 GMT 2025","10146","Firefox","Session Rehydration","Session Rehydration - NextJS","","","should rehydrate session via middleware on page reload",""
"passed","Wed Oct 01 00:14:49 GMT 2025","Wed Oct 01 00:14:57 GMT 2025","8070","Chromium","Session Rehydration","Session Rehydration - VanillaJS","","","should rehydrate session via middleware on page reload",""
"passed","Wed Oct 01 00:15:41 GMT 2025","Wed Oct 01 00:15:50 GMT 2025","8538","Firefox","Email","Civic Auth Applications","","","should complete email verification flow",""
"passed","Wed Oct 01 00:17:41 GMT 2025","Wed Oct 01 00:17:52 GMT 2025","11310","Firefox","onSignIn Callback","Civic Auth onSignIn Callback Tests","","","should call useUser onSignIn callback and handle sign-out correctly",""
"passed","Wed Oct 01 00:16:07 GMT 2025","Wed Oct 01 00:16:11 GMT 2025","4547","WebKit","Login","Civic Auth Applications","","","should complete full embedded login and logout flow",""
"passed","Wed Oct 01 00:16:05 GMT 2025","Wed Oct 01 00:16:07 GMT 2025","1703","Chromium","onSignIn Callback","Civic Auth onSignIn Callback Tests","","","should call onSignIn callback with error on failed sign-in",""
"passed","Wed Oct 01 00:16:18 GMT 2025","Wed Oct 01 00:16:27 GMT 2025","9716","Chromium","Refresh Token","Civic Auth Applications","","","should handle refresh token flow correctly",""
"passed","Wed Oct 01 00:15:50 GMT 2025","Wed Oct 01 00:15:56 GMT 2025","6029","Firefox","Login","Civic Auth Applications","","","should complete full login and logout flow",""
"passed","Wed Oct 01 00:15:33 GMT 2025","Wed Oct 01 00:15:35 GMT 2025","1375","Chromium","onSignIn Callback","Civic Auth onSignIn Callback Tests","","","should call onSignIn callback with error on failed sign-in",""
"passed","Wed Oct 01 00:17:08 GMT 2025","Wed Oct 01 00:17:17 GMT 2025","9501","Firefox","onSignIn Callback","Civic Auth onSignIn Callback Tests","","","should call useUser onSignIn callback on successful sign-in",""
"passed","Wed Oct 01 00:14:37 GMT 2025","Wed Oct 01 00:14:41 GMT 2025","4192","Chromium","Login","Civic Auth Applications","","","should complete full embedded login and logout flow",""
"passed","Wed Oct 01 00:12:53 GMT 2025","Wed Oct 01 00:12:56 GMT 2025","2901","Chromium","Login SuccessUrl","Civic Auth Applications","","","should complete login flow and redirect to customSuccessRoute",""
"passed","Wed Oct 01 00:15:23 GMT 2025","Wed Oct 01 00:15:31 GMT 2025","7847","Firefox","Refresh Token","Civic Auth Applications","","","should handle refresh token flow correctly",""
"passed","Wed Oct 01 00:12:53 GMT 2025","Wed Oct 01 00:13:03 GMT 2025","10391","WebKit","Login SuccessUrl","Civic Auth Applications","","","should complete login flow and redirect to customSuccessRoute",""
"passed","Wed Oct 01 00:13:01 GMT 2025","Wed Oct 01 00:13:09 GMT 2025","7935","Firefox","Email","Civic Auth Applications","","","should complete email verification flow with actual email",""
"passed","Wed Oct 01 00:15:40 GMT 2025","Wed Oct 01 00:15:49 GMT 2025","8840","Firefox","Session Rehydration","Session Rehydration - VanillaJS","","","should rehydrate session via API call",""
"passed","Wed Oct 01 00:14:57 GMT 2025","Wed Oct 01 00:15:06 GMT 2025","9265","Chromium","Session Rehydration","Session Rehydration - VanillaJS","","","should rehydrate session via API call",""
