"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 18 02:58:50 GMT 2025","Mon Aug 18 02:59:06 GMT 2025","15634","chromium","","Solana Next14 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 02:58:03 GMT 2025","Mon Aug 18 02:58:13 GMT 2025","10672","firefox","","Solana Vite Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 02:56:58 GMT 2025","Mon Aug 18 02:57:03 GMT 2025","4562","chromium","","Express Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Mon Aug 18 02:58:30 GMT 2025","Mon Aug 18 02:58:39 GMT 2025","9550","firefox","","Solana Vite No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"failed","Mon Aug 18 02:59:17 GMT 2025","Mon Aug 18 02:59:44 GMT 2025","27437","webkit","","Solana Vite Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 02:57:16 GMT 2025","Mon Aug 18 02:57:22 GMT 2025","5997","firefox","","Reactjs Login Tests","","","should complete full login and logout flow",""
"passed","Mon Aug 18 02:59:32 GMT 2025","Mon Aug 18 02:59:46 GMT 2025","13690","chromium","","Solana Next15 Turbopack No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 02:58:07 GMT 2025","Mon Aug 18 02:58:12 GMT 2025","4173","firefox","","Fastify Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Mon Aug 18 02:59:25 GMT 2025","Mon Aug 18 02:59:43 GMT 2025","17671","webkit","","Solana Next15 Turbopack Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 02:59:41 GMT 2025","Mon Aug 18 03:00:00 GMT 2025","18361","chromium","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 02:58:41 GMT 2025","Mon Aug 18 02:59:04 GMT 2025","22988","webkit","","Solana Vite No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 02:59:17 GMT 2025","Mon Aug 18 02:59:30 GMT 2025","13686","chromium","","Solana Next15 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 02:59:06 GMT 2025","Mon Aug 18 02:59:21 GMT 2025","15081","firefox","","Solana Next14 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 02:59:14 GMT 2025","Mon Aug 18 02:59:26 GMT 2025","11904","chromium","","Solana Next15 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 02:59:27 GMT 2025","Mon Aug 18 02:59:40 GMT 2025","13308","firefox","","Solana Next15 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 02:58:58 GMT 2025","Mon Aug 18 02:59:11 GMT 2025","12952","firefox","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 02:58:29 GMT 2025","Mon Aug 18 02:58:36 GMT 2025","7115","firefox","","VanillaJS Embedded Login Tests","","","should complete full embedded login and logout flow",""
"passed","Mon Aug 18 02:57:04 GMT 2025","Mon Aug 18 02:57:08 GMT 2025","4492","firefox","","Express Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Mon Aug 18 02:58:34 GMT 2025","Mon Aug 18 02:58:43 GMT 2025","9061","firefox","","Next.js Login Tests","","","should complete full login and logout flow",""
"passed","Mon Aug 18 02:59:31 GMT 2025","Mon Aug 18 02:59:47 GMT 2025","16176","firefox","","Solana Next15 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 02:58:03 GMT 2025","Mon Aug 18 02:58:07 GMT 2025","3342","chromium","","Fastify Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Mon Aug 18 02:58:22 GMT 2025","Mon Aug 18 02:58:29 GMT 2025","7123","chromium","","Solana Vite No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 02:57:54 GMT 2025","Mon Aug 18 02:58:02 GMT 2025","8329","chromium","","Solana Vite Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 02:59:13 GMT 2025","Mon Aug 18 02:59:30 GMT 2025","16766","webkit","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 03:00:00 GMT 2025","Mon Aug 18 03:00:12 GMT 2025","11905","firefox","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 02:58:04 GMT 2025","Mon Aug 18 02:58:09 GMT 2025","5306","firefox","","Hono Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Mon Aug 18 02:59:23 GMT 2025","Mon Aug 18 02:59:40 GMT 2025","16953","webkit","","Solana Next14 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Mon Aug 18 02:58:44 GMT 2025","Mon Aug 18 02:58:57 GMT 2025","12906","webkit","","Next.js Login Tests","","","should complete full login and logout flow",""
