"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 15 20:50:07 GMT 2025","Fri Aug 15 20:50:37 GMT 2025","30755","Microsoft Edge","","Reactjs Login Tests","","","should complete full login and logout flow",""
"passed","Fri Aug 15 20:49:24 GMT 2025","Fri Aug 15 20:49:39 GMT 2025","15082","chromium","","Solana Next15 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 20:50:12 GMT 2025","Fri Aug 15 20:50:33 GMT 2025","21076","webkit","","Solana Next15 Turbopack Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 20:48:41 GMT 2025","Fri Aug 15 20:49:02 GMT 2025","21225","firefox","","Solana Next14 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 20:48:23 GMT 2025","Fri Aug 15 20:48:34 GMT 2025","10352","firefox","","Wagmi Login Tests","","","should complete login flow and show balance",""
"failed","Fri Aug 15 20:51:50 GMT 2025","Fri Aug 15 20:52:14 GMT 2025","23970","Microsoft Edge","","Wagmi Login Tests","","","should complete login flow and show balance",""
"failed","Fri Aug 15 20:50:12 GMT 2025","Fri Aug 15 20:50:39 GMT 2025","26371","webkit","","Next.js Login Tests","","","should complete full login and logout flow",""
"passed","Fri Aug 15 20:48:43 GMT 2025","Fri Aug 15 20:48:57 GMT 2025","14089","firefox","","Solana Vite Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"failed","Fri Aug 15 20:48:58 GMT 2025","Fri Aug 15 20:49:21 GMT 2025","22428","Microsoft Edge","","Solana Vite No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 20:48:00 GMT 2025","Fri Aug 15 20:48:10 GMT 2025","10497","Microsoft Edge","","Express Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Fri Aug 15 20:49:22 GMT 2025","Fri Aug 15 20:49:40 GMT 2025","17951","webkit","","Solana Next14 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 20:49:05 GMT 2025","Fri Aug 15 20:49:20 GMT 2025","15429","firefox","","Solana Next14 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Fri Aug 15 20:49:00 GMT 2025","Fri Aug 15 20:49:10 GMT 2025","10068","firefox","","Next.js Login Tests","","","should complete full login and logout flow",""
