"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 19 16:26:46 GMT 2025","Tue Aug 19 16:26:56 GMT 2025","10873","firefox","","Solana Vite Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"failed","Tue Aug 19 16:28:00 GMT 2025","Tue Aug 19 16:28:30 GMT 2025","29945","webkit","","Solana Vite Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:27:00 GMT 2025","Tue Aug 19 16:27:08 GMT 2025","8397","firefox","","VanillaJS Embedded Login Tests","","","should complete full embedded login and logout flow",""
"passed","Tue Aug 19 16:26:58 GMT 2025","Tue Aug 19 16:27:14 GMT 2025","16628","webkit","","Solana Next15 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:25:36 GMT 2025","Tue Aug 19 16:25:49 GMT 2025","12095","webkit","","Reactjs Login Tests","","","should complete full login and logout flow",""
"passed","Tue Aug 19 16:26:47 GMT 2025","Tue Aug 19 16:27:01 GMT 2025","13917","firefox","","Solana Next14 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:26:45 GMT 2025","Tue Aug 19 16:26:59 GMT 2025","13617","chromium","","Solana Next15 Turbopack Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:28:33 GMT 2025","Tue Aug 19 16:28:49 GMT 2025","16480","webkit","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:26:36 GMT 2025","Tue Aug 19 16:26:45 GMT 2025","9324","chromium","","Solana Vite Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:25:24 GMT 2025","Tue Aug 19 16:25:29 GMT 2025","4984","firefox","","Fastify Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Tue Aug 19 16:26:55 GMT 2025","Tue Aug 19 16:27:11 GMT 2025","16675","firefox","","Solana Next14 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:25:52 GMT 2025","Tue Aug 19 16:26:07 GMT 2025","15092","webkit","","Solana Vite No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:25:31 GMT 2025","Tue Aug 19 16:25:40 GMT 2025","8829","chromium","","Solana Vite No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:26:32 GMT 2025","Tue Aug 19 16:26:41 GMT 2025","9587","chromium","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:27:26 GMT 2025","Tue Aug 19 16:27:39 GMT 2025","13242","firefox","","Solana Next15 Turbopack No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:25:11 GMT 2025","Tue Aug 19 16:25:18 GMT 2025","6336","chromium","","Express Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Tue Aug 19 16:25:18 GMT 2025","Tue Aug 19 16:25:24 GMT 2025","5536","firefox","","Express Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Tue Aug 19 16:26:32 GMT 2025","Tue Aug 19 16:26:42 GMT 2025","10055","chromium","","Next.js Login Tests","","","should complete full login and logout flow",""
"passed","Tue Aug 19 16:25:57 GMT 2025","Tue Aug 19 16:26:03 GMT 2025","5789","firefox","","Hono Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Tue Aug 19 16:26:32 GMT 2025","Tue Aug 19 16:26:43 GMT 2025","11257","chromium","","Solana Next15 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:26:04 GMT 2025","Tue Aug 19 16:26:15 GMT 2025","10248","webkit","","Hono Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Tue Aug 19 16:25:53 GMT 2025","Tue Aug 19 16:25:56 GMT 2025","3393","chromium","","Hono Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Tue Aug 19 16:26:53 GMT 2025","Tue Aug 19 16:26:59 GMT 2025","5789","chromium","","VanillaJS Embedded Login Tests","","","should complete full embedded login and logout flow",""
"passed","Tue Aug 19 16:27:10 GMT 2025","Tue Aug 19 16:27:25 GMT 2025","14947","chromium","","Solana Next15 Turbopack No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:27:40 GMT 2025","Tue Aug 19 16:27:57 GMT 2025","16170","webkit","","Solana Next15 Turbopack No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:25:25 GMT 2025","Tue Aug 19 16:25:38 GMT 2025","12257","webkit","","Express Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Tue Aug 19 16:27:02 GMT 2025","Tue Aug 19 16:27:17 GMT 2025","14890","webkit","","Solana Next14 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:28:12 GMT 2025","Tue Aug 19 16:28:31 GMT 2025","18801","firefox","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:27:13 GMT 2025","Tue Aug 19 16:27:31 GMT 2025","18588","webkit","","Solana Next14 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:26:55 GMT 2025","Tue Aug 19 16:27:15 GMT 2025","20227","webkit","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:27:10 GMT 2025","Tue Aug 19 16:27:26 GMT 2025","15801","webkit","","VanillaJS Embedded Login Tests","","","should complete full embedded login and logout flow",""
"passed","Tue Aug 19 16:25:20 GMT 2025","Tue Aug 19 16:25:24 GMT 2025","3874","chromium","","Fastify Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Tue Aug 19 16:27:23 GMT 2025","Tue Aug 19 16:27:37 GMT 2025","14030","webkit","","Next.js Login Tests","","","should complete full login and logout flow",""
"passed","Tue Aug 19 16:25:41 GMT 2025","Tue Aug 19 16:25:51 GMT 2025","9800","firefox","","Solana Vite No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:27:14 GMT 2025","Tue Aug 19 16:27:37 GMT 2025","22601","webkit","","Solana Next15 Turbopack Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:25:31 GMT 2025","Tue Aug 19 16:25:39 GMT 2025","7882","webkit","","Fastify Login Tests","","","should complete login flow and redirect to hello page",""
"passed","Tue Aug 19 16:25:23 GMT 2025","Tue Aug 19 16:25:29 GMT 2025","5499","chromium","","Reactjs Login Tests","","","should complete full login and logout flow",""
"passed","Tue Aug 19 16:27:20 GMT 2025","Tue Aug 19 16:27:34 GMT 2025","13688","chromium","","Solana Next15 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:26:44 GMT 2025","Tue Aug 19 16:26:56 GMT 2025","12083","firefox","","Solana Next15 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:27:11 GMT 2025","Tue Aug 19 16:27:21 GMT 2025","10049","firefox","","Next.js Login Tests","","","should complete full login and logout flow",""
"passed","Tue Aug 19 16:25:29 GMT 2025","Tue Aug 19 16:25:35 GMT 2025","5757","firefox","","Reactjs Login Tests","","","should complete full login and logout flow",""
"passed","Tue Aug 19 16:26:42 GMT 2025","Tue Aug 19 16:26:54 GMT 2025","11559","firefox","","Wagmi Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:27:34 GMT 2025","Tue Aug 19 16:27:48 GMT 2025","13217","firefox","","Solana Next15 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:26:59 GMT 2025","Tue Aug 19 16:27:12 GMT 2025","13244","firefox","","Solana Next15 Turbopack Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:26:38 GMT 2025","Tue Aug 19 16:26:54 GMT 2025","16145","chromium","","Solana Next14 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:27:49 GMT 2025","Tue Aug 19 16:28:06 GMT 2025","16830","webkit","","Solana Next15 Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:26:28 GMT 2025","Tue Aug 19 16:26:46 GMT 2025","17823","chromium","","Solana Next14 No Wallet Adapter Login Tests","","","should complete login flow and show balance",""
"passed","Tue Aug 19 16:27:54 GMT 2025","Tue Aug 19 16:28:12 GMT 2025","17416","chromium","","Wagmi Login Tests","","","should complete login flow and show balance",""
